@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.92701,0.46343,p
0.81604,0.92275,n
0.54664,0.33867,p
0.43984,0.63399,n
0.43847,0.08461,p
0.78177,0.51354,p
0.69681,0.55974,p
0.77734,0.86924,n
0.39627,0.78317,n
0.73727,0.55109,p
0.41395,0.92202,n
0.97199,0.71049,p
0.80449,0.09397,p
0.15168,0.90047,n
0.68223,0.62325,p
0.16554,0.78522,n
0.00147,0.91920,p
0.53114,0.88064,n
0.22389,0.77043,n
0.23601,0.07114,p
0.66260,0.18084,p
0.37254,0.17083,p
0.97636,0.06974,p
0.04957,0.62246,n
0.96284,0.95507,n
0.45203,0.47292,n
0.25482,0.48734,n
0.13025,0.27681,n
0.23029,0.34015,n
0.55982,0.63983,n
0.52914,0.05959,p
0.73105,0.56589,p
0.16430,0.32743,n
0.59624,0.20115,p
0.12468,0.96572,n
0.82109,0.35234,p
0.32750,0.33179,n
0.31716,0.59615,n
0.57661,0.03398,p
0.23698,0.94293,n
0.57799,0.74961,n
0.65349,0.57515,p
0.83015,0.97210,n
0.62322,0.06694,p
0.64435,0.11983,p
0.75490,0.54387,p
0.65245,0.78133,p
0.88025,0.58727,n
0.76235,0.49108,p
0.76131,0.16415,p
0.05728,0.78105,n
0.03033,0.52607,n
0.58933,0.83425,n
0.60111,0.77476,n
0.23080,0.76397,p
0.20620,0.00316,p
0.08110,0.20124,n
0.63813,0.32778,p
0.49788,0.60900,p
0.96551,0.37595,p
0.58910,0.30470,p
0.49892,0.10494,p
0.28236,0.89184,n
0.32829,0.06058,n
0.15119,0.53897,n
0.96071,0.76592,p
0.44570,0.76519,n
0.83123,0.24993,p
0.91545,0.40202,p
0.91650,0.58880,p
0.44534,0.65666,n
0.34501,0.91341,n
0.99437,0.70830,p
0.85472,0.04580,n
0.01275,0.64846,n
0.13377,0.39717,n
0.50951,0.04350,p
0.53111,0.86799,n
0.78205,0.01948,p
0.84747,0.56769,p
0.61243,0.75000,p
0.16513,0.14245,p
0.58392,0.08751,p
0.80883,0.43451,p
0.81263,0.63224,p
0.94801,0.41582,p
0.77705,0.00150,p
0.24100,0.09236,p
0.49033,0.08832,p
0.95427,0.80359,p
0.57223,0.05479,p
0.73332,0.27499,p
0.59482,0.86270,p
0.82477,0.01234,p
0.20808,0.05479,p
0.46182,0.13581,p
0.15383,0.83138,n
0.39175,0.23063,n
0.62234,0.81869,n
0.62348,0.74855,n
0.99538,0.89592,n
0.58275,0.12896,p
0.01512,0.20000,n
0.39976,0.95722,n
0.43107,0.88239,n
0.75651,0.02991,p
0.91849,0.69351,p
0.27351,0.23409,n
0.53046,0.03471,p
0.20806,0.07883,p
0.20845,0.17492,p
0.52108,0.83769,n
0.46711,0.22726,p
0.74145,0.14642,p
0.14337,0.27551,n
0.54019,0.43875,p
0.35893,0.67430,n
0.88982,0.62266,p
0.86278,0.28604,p
0.03441,0.27459,n
0.52910,0.71363,n
0.68740,0.04918,p
0.09717,0.38543,p
0.22819,0.66581,n
0.87149,0.23121,p
0.88754,0.87008,n
0.58921,0.71550,n
0.20674,0.03421,p
0.16115,0.07623,p
0.84227,0.36532,n
0.63418,0.01564,p
0.30332,0.21123,p
0.91211,0.56637,p
0.54749,0.41856,p
0.07858,0.03020,p
0.35011,0.90540,n
0.43328,0.71762,n
0.56576,0.50739,p
0.50726,0.77201,n
0.22852,0.65697,n
0.57627,0.76166,n
0.25061,0.24511,p
0.20777,0.63926,n
0.57324,0.80237,n
0.71463,0.39316,p
0.08384,0.58940,n
0.03240,0.37233,n
0.35812,0.60858,n
0.83383,0.34942,p
0.40357,0.92431,n
0.84024,0.92559,n
0.67549,0.59799,n
0.20143,0.52538,n
0.87660,0.74603,p
0.09668,0.19488,n
0.01026,0.45953,n
0.80215,0.73280,p
0.04400,0.39386,n
0.65681,0.25552,p
0.15632,0.52339,n
0.15678,0.11562,p
0.81031,0.46148,p
0.98659,0.88814,n
0.54437,0.40805,p
0.03490,0.86614,n
0.84431,0.81477,n
0.22816,0.37658,n
0.61037,0.99494,n
0.78678,0.07027,n
0.80495,0.08200,p
0.29047,0.16336,p
0.66324,0.48101,p
0.87581,0.75474,p
0.90971,0.21155,p
0.73585,0.99907,n
0.73047,0.34386,p
0.57578,0.21371,p
0.92211,0.66799,p
0.60231,0.64682,n
0.91600,0.33909,n
0.48450,0.68404,n
0.63003,0.14501,p
0.37989,0.56793,n
0.36511,0.72086,n
0.33839,0.99843,n
0.19586,0.28311,n
0.88068,0.64169,p
0.83371,0.84267,n
0.38756,0.03512,p
0.92106,0.89671,n
0.88860,0.23993,p
0.44149,0.43213,n
0.66559,0.25392,p
0.07686,0.23657,n
0.60453,0.81575,n
0.88894,0.95028,p
0.67656,0.07246,p
0.35420,0.51410,n
0.29920,0.99515,n
0.57104,0.49157,p
0.10084,0.16166,n
0.14773,0.84328,n
0.33493,0.97246,n
0.15330,0.58266,p
0.63944,0.69341,p
0.42283,0.90799,n
0.66648,0.93768,n
0.35061,0.02228,p
0.05475,0.96133,n
0.19273,0.16237,p
0.13425,0.18625,n
0.18827,0.22939,p
0.46667,0.57568,n
0.11993,0.16837,n
0.54651,0.02117,p
0.13741,0.21486,n
0.89650,0.66097,p
0.58049,0.24912,p
0.48879,0.42603,n
0.13816,0.88297,n
0.05164,0.77356,p
0.39743,0.77703,n
0.79986,0.62493,p
0.98190,0.63118,p
0.15638,0.24921,n
0.91975,0.61204,p
0.78852,0.12461,p
0.95745,0.63707,p
0.40346,0.11186,n
0.13534,0.71017,n
0.76140,0.50515,p
0.50855,0.63113,n
0.26052,0.02046,n
0.65789,0.01647,p
0.03279,0.75092,n
0.10244,0.43926,n
0.31932,0.22292,p
0.55002,0.03738,p
0.20918,0.78006,n
0.17769,0.33578,n
0.51753,0.01435,p
0.37054,0.64313,p
0.74823,0.35639,p
0.36917,0.98360,n
0.32968,0.22958,p
0.65026,0.53590,p
0.82544,0.22685,p
0.26024,0.95824,n
0.27101,0.81830,n
0.41454,0.79158,n
0.42077,0.97892,n
0.61464,0.82511,n
0.42173,0.15193,p
0.39427,0.39695,n
0.03568,0.61296,n
0.37473,0.97240,n
0.06547,0.13900,n
0.17144,0.71426,n
0.79121,0.22028,n
0.60855,0.20522,p
0.60320,0.51848,p
0.74056,0.80828,n
0.92306,0.35379,p
0.74821,0.79583,p
0.43268,0.00554,p
0.89074,0.19061,p
0.26552,0.31256,n
0.67967,0.09225,p
0.36102,0.18166,p
0.22499,0.42494,n
0.88834,0.62040,p
0.11003,0.67274,n
0.97021,0.23191,n
0.92070,0.05855,n
0.31016,0.98472,n
0.63871,0.09279,p
0.43142,0.85732,n
0.61890,0.17034,p
0.53296,0.17745,p
0.80245,0.81959,n
0.99568,0.99300,p
0.20908,0.20805,n
0.99143,0.83247,p
0.09557,0.56576,n
0.16520,0.88894,n
0.07791,0.57426,n
0.64934,0.37871,n
0.69465,0.50333,p
0.64989,0.89997,p
0.02729,0.57664,n
0.52686,0.14274,p
0.05760,0.97145,n
0.51091,0.74721,n
0.74844,0.84859,n
0.18457,0.02569,p
0.71913,0.22028,p
0.08069,0.65371,n
0.44094,0.53499,n
0.65372,0.82133,n
0.80946,0.52219,p
0.58967,0.98474,n
0.50942,0.90551,n
0.31446,0.67812,n
0.69422,0.79631,n
0.19391,0.89370,n
0.65869,0.70301,n
0.35615,0.99465,n
0.25744,0.90883,n
0.10721,0.77711,n
0.54118,0.93167,n
0.25323,0.45763,n
0.29061,0.45687,n
0.01873,0.27228,n
0.51812,0.74666,n
0.07475,0.41403,n
0.32155,0.39383,n
0.08517,0.36760,n
0.71388,0.58894,p
0.94284,0.81941,p
0.81609,0.28433,p
0.77015,0.02120,p
0.24089,0.83572,p
0.91877,0.11413,p
0.73855,0.96080,n
0.96615,0.46177,p
0.94250,0.45375,p
0.18643,0.32814,n
0.89357,0.66030,p
0.66656,0.57642,p
0.20903,0.23530,n
0.75865,0.65198,p
0.09553,0.43665,n
0.43149,0.49661,n
0.69182,0.09438,p
0.07979,0.07934,n
0.19193,0.36116,n
0.67565,0.74047,n
0.88809,0.13238,p
0.94999,0.45838,p
0.96811,0.81627,p
0.19982,0.67192,n
0.83310,0.03068,p
0.54478,0.43913,p
0.77322,0.36685,p
0.59606,0.03530,p
0.94845,0.64059,p
0.80437,0.31266,p
0.45430,0.59777,n
0.72220,0.10196,p
0.40202,0.65929,n
0.56960,0.19454,p
0.75189,0.58494,p
0.92973,0.06856,p
0.89586,0.38265,p
0.88226,0.98211,n
0.64989,0.22817,p
0.65388,0.31079,p
0.62286,0.91758,n
0.23183,0.53429,n
0.03541,0.74440,n
0.85291,0.58026,p
0.14673,0.43405,n
0.95062,0.63194,p
0.52428,0.71769,n
0.89933,0.26014,p
0.04603,0.96218,n
0.21682,0.27222,n
0.17657,0.17070,p
0.01763,0.40924,n
0.34988,0.98019,p
0.83528,0.11993,p
0.44783,0.23963,p
0.37324,0.01703,p
0.90392,0.64421,p
0.39703,0.18736,p
0.12067,0.02609,p
0.54858,0.00816,p
0.71656,0.15518,p
0.95377,0.26595,p
0.55562,0.42702,p
0.32679,0.10702,p
0.50286,0.85696,p
0.97787,0.71025,p
0.06134,0.48094,n
0.67425,0.88637,n
0.00663,0.47789,p
0.14416,0.01545,p
0.80467,0.66007,n
0.36564,0.98755,n
0.39900,0.90380,n
0.50908,0.30976,n
0.12527,0.26381,n
0.12863,0.37490,n
0.34592,0.80509,n
0.92076,0.48227,n
0.51589,0.61485,n
0.01168,0.81672,n
0.99807,0.15832,p
0.87407,0.36176,p
0.03535,0.65372,n
0.33215,0.11303,p
0.32596,0.31127,p
0.96708,0.78844,p
0.59521,0.06912,p
0.59639,0.22849,p
0.86911,0.10144,p
0.02781,0.16395,n
0.58655,0.40144,p
0.00125,0.70066,n
0.22956,0.03755,p
0.01092,0.54471,p
0.18268,0.83010,n
0.67008,0.94128,p
0.99110,0.26227,p
0.52141,0.12579,p
0.94287,0.42651,p
0.02294,0.84215,p
0.67690,0.39815,p
0.84471,0.75403,n
0.73807,0.66406,p
0.99241,0.94257,n
0.76869,0.53646,p
0.31598,0.55401,n
0.95106,0.66149,p
0.71997,0.90077,n
0.00824,0.68268,n
0.21880,0.05805,p
0.76657,0.34584,p
0.63045,0.09365,p
0.24691,0.69248,n
0.24958,0.99140,n
0.18137,0.43773,n
0.22828,0.49407,n
0.61761,0.18156,n
0.48351,0.02910,p
0.35665,0.45914,n
0.75208,0.77785,n
0.05556,0.73998,n
0.66361,0.56479,p
0.08574,0.43268,n
0.80315,0.06496,p
0.80791,0.16421,p
0.36224,0.54208,n
0.79621,0.33474,p
0.04138,0.65189,n
0.43949,0.12815,p
0.33278,0.15951,p
0.87171,0.18094,p
0.85456,0.75792,n
0.91818,0.98794,n
0.95785,0.04503,p
0.46829,0.61469,n
0.60917,0.86499,n
0.00209,0.09971,p
0.47756,0.71241,n
0.82504,0.75674,p
0.12525,0.73734,n
0.75191,0.02670,n
0.52940,0.37543,p
0.41122,0.64042,n
0.16683,0.36825,n
0.51755,0.18923,p
0.53310,0.14441,p
0.89442,0.85322,n
0.48006,0.49380,n
0.18657,0.05246,p
0.42365,0.23991,p
0.25163,0.62893,n
0.74027,0.95134,n
0.21615,0.13089,p
0.58882,0.00147,p
0.27480,0.01007,p
0.86894,0.18527,n
0.52084,0.24728,p
0.36468,0.47029,n
0.60109,0.58659,n
0.94380,0.05482,p
0.43649,0.28353,p
0.81819,0.00390,p
0.41930,0.78339,n
0.72286,0.49846,p
0.77545,0.97686,n
0.59261,0.63297,p
0.30421,0.20394,p
0.56609,0.23502,p
0.45579,0.02610,p
0.41132,0.03422,p
0.06456,0.86565,n
0.24989,0.80002,n
0.82143,0.33919,p
0.85930,0.58241,p
0.85542,0.94989,n
0.26589,0.28434,n
0.49644,0.04510,p
0.50403,0.02411,p
0.73526,0.35917,p
0.23357,0.08248,p
0.44760,0.43933,n
0.42975,0.00191,p
0.72530,0.78982,n
0.77638,0.12233,p
0.11770,0.59922,n
0.91053,0.53055,p
0.15649,0.52627,n
0.42324,0.33622,p
0.79248,0.94038,n
0.12401,0.43479,n
0.63806,0.58349,p
0.58433,0.30243,p
0.26031,0.81464,n
0.75731,0.06765,p
0.78179,0.67755,n
0.45932,0.98765,p
0.72943,0.22299,p
0.23037,0.42136,n
0.62287,0.07674,p
0.67318,0.56493,p
0.15625,0.86541,n
0.96182,0.46431,p
0.39999,0.04683,p
0.89822,0.54165,p
0.59180,0.31371,p
0.44276,0.19120,p
0.24746,0.18083,p
0.24040,0.01879,p
0.40997,0.44236,n
0.47472,0.59306,n
0.36085,0.74680,n
0.57156,0.61513,p
0.61433,0.44318,p
0.04765,0.43912,n
0.87165,0.83402,p
0.59069,0.69499,p
0.91077,0.55539,p
0.29074,0.36070,n
0.34439,0.79529,n
0.15326,0.87928,n
0.70758,0.39584,n
0.94177,0.66213,p
0.04442,0.81443,n
0.93715,0.75600,n
0.90645,0.63242,p
0.21670,0.14834,p
0.54409,0.19795,p
0.44994,0.22157,p
0.31934,0.93379,n
0.94156,0.18062,p
0.81148,0.89545,n
0.93559,0.49297,p
0.17739,0.34350,n
0.59371,0.72136,n
0.09594,0.89556,n
0.62004,0.78893,n
0.30751,0.96470,n
0.53509,0.83035,n
0.81584,0.67926,p
0.03617,0.73282,p
0.15864,0.50857,p
0.10768,0.85723,n
0.96973,0.53548,p
0.31741,0.09922,p
0.12217,0.37120,n
0.45125,0.11836,p
0.55514,0.64863,n
0.49418,0.22105,p
0.39843,0.45410,n
0.34984,0.93417,n
0.42581,0.55360,n
0.76064,0.56022,p
0.82898,0.50822,p
0.24071,0.37748,n
0.03325,0.77173,n
0.65734,0.26339,p
0.51272,0.73736,n
0.50349,0.49837,n
0.56248,0.61471,n
0.47846,0.17595,p
0.09932,0.65187,p
0.99010,0.32530,n
0.30640,0.08587,p
0.61827,0.70128,n
0.11523,0.63595,p
0.01263,0.87326,n
0.97533,0.49919,p
0.58442,0.60775,n
0.23899,0.97092,n
0.55814,0.34211,n
0.86567,0.63580,p
0.44491,0.65155,n
0.82493,0.82822,p
0.88670,0.08465,p
0.23247,0.74090,n
0.97548,0.96635,n
0.58746,0.78807,n
0.22883,0.79612,n
0.56609,0.43890,p
0.44569,0.05735,p
0.72495,0.36926,p
0.84466,0.13884,p
0.45372,0.91527,n
0.25293,0.37840,n
0.91792,0.57694,p
0.53903,0.91770,n
0.42102,0.43622,n
0.96397,0.41189,p
0.64535,0.45140,p
0.20266,0.45783,n
0.32345,0.64456,n
0.87480,0.67590,p
0.29507,0.99959,n
0.41275,0.76891,p
0.76339,0.45941,n
0.72201,0.25084,p
0.65938,0.99941,n
0.05807,0.89009,n
0.72707,0.70026,n
0.11604,0.80152,n
0.28870,0.50877,n
0.91073,0.48998,p
0.75682,0.12223,p
0.20215,0.02688,p
0.21602,0.52768,p
0.34267,0.43339,n
0.37310,0.22799,p
0.12556,0.49227,n
0.32057,0.83626,n
0.98517,0.49368,p
0.31996,0.68546,n
0.71917,0.17586,p
0.89697,0.15434,p
0.58152,0.83474,n
0.22342,0.10963,p
0.88446,0.08529,p
0.26275,0.70176,n
0.71097,0.10219,p
0.44441,0.37245,p
0.49028,0.88876,n
0.72655,0.23961,p
0.71805,0.51191,p
0.32218,0.99999,n
0.12176,0.86598,n
0.17221,0.83941,n
0.90338,0.59364,p
0.49701,0.15559,p
0.88457,0.80351,n
0.21611,0.43839,n
0.18164,0.70589,n
0.52180,0.57520,n
0.45790,0.80616,n
0.36547,0.89122,n
0.78502,0.69247,p
0.41223,0.18113,p
0.55251,0.69323,n
0.55475,0.26310,p
0.80452,0.91407,n
0.67385,0.21064,p
0.95694,0.53954,p
0.24920,0.74914,p
0.96918,0.16917,p
0.13782,0.19674,n
0.09934,0.44074,n
0.77048,0.46177,p
0.08152,0.93123,n
0.27320,0.43373,n
0.36150,0.88894,n
0.87037,0.58396,p
0.69086,0.01784,n
0.03619,0.23251,n
0.94622,0.78009,n
0.08723,0.98113,p
0.74104,0.27703,p
0.21063,0.82638,n
0.43735,0.49130,n
0.81738,0.62418,p
0.89333,0.12557,p
0.60104,0.95495,n
0.00072,0.81135,n
0.68262,0.40680,p
0.48128,0.79403,n
0.48992,0.95116,n
0.80397,0.50889,p
0.09931,0.13101,n
0.12871,0.76893,n
0.87831,0.72128,p
0.80220,0.51320,p
0.91422,0.71166,p
0.92251,0.60487,p
0.00886,0.05259,p
0.73074,0.85743,n
0.01664,0.94870,n
0.58761,0.75350,n
0.17158,0.26038,n
0.91240,0.37560,p
0.49967,0.09616,n
0.06922,0.28496,n
0.20671,0.78163,n
0.67545,0.93254,n
0.81270,0.73942,n
0.05811,0.17895,n
0.10664,0.50979,n
0.84026,0.15691,p
0.36853,0.69507,n
0.99047,0.79350,p
0.52248,0.38451,p
0.58266,0.26121,p
0.81642,0.06532,p
0.44243,0.70094,n
0.02424,0.98160,n
0.83365,0.30436,p
0.14294,0.04958,p
0.32940,0.70379,n
0.50171,0.20325,p
0.38409,0.11072,p
0.67643,0.80786,n
0.30138,0.95386,n
0.73134,0.35414,p
0.30523,0.33734,p
0.99740,0.77481,p
0.92661,0.05214,p
0.24244,0.79582,n
0.96201,0.57375,p
0.91531,0.47581,p
0.74697,0.06123,p
0.79243,0.00891,p
0.27024,0.69045,n
0.83460,0.54923,p
0.36167,0.26062,p
0.37976,0.42615,n
0.99813,0.47861,p
0.57043,0.15379,p
0.73773,0.72015,n
0.73556,0.77169,n
0.88060,0.23752,p
0.12997,0.89187,n
0.82245,0.45286,p
0.60559,0.37170,p
0.72085,0.54235,p
0.21023,0.28563,n
0.38031,0.56995,n
0.19124,0.00227,n
0.94574,0.69932,p
0.85500,0.31999,p
0.23985,0.42100,n
0.67069,0.10205,p
0.36111,0.34548,p
0.15185,0.88335,n
0.75843,0.73679,n
0.10961,0.89710,n
0.97186,0.88434,n
0.12621,0.48304,n
0.75608,0.93310,n
0.16755,0.48239,p
0.95736,0.43732,p
0.79327,0.77503,n
0.12036,0.85343,n
0.81504,0.89430,n
0.26456,0.18910,p
0.38167,0.49694,n
0.11729,0.76177,p
0.17594,0.04728,p
0.94447,0.83730,n
0.50928,0.60478,n
0.36639,0.18430,p
0.52654,0.55664,n
0.39518,0.08281,p
0.27455,0.84217,n
0.41231,0.69291,n
0.28384,0.19456,p
0.20458,0.18699,p
0.64033,0.33904,p
0.37021,0.83875,p
0.56310,0.49179,p
0.93844,0.35771,p
0.33845,0.47003,p
0.26995,0.15772,p
0.58270,0.07400,p
0.69198,0.32175,p
0.32015,0.69768,n
0.47468,0.77692,n
0.13772,0.29474,n
0.49415,0.61137,n
0.47378,0.79045,n
0.29939,0.37073,n
0.81012,0.92142,n
0.34965,0.04273,p
0.45571,0.31129,p
0.35214,0.23671,p
0.54202,0.72325,n
0.22607,0.78736,n
0.62677,0.27506,p
0.42199,0.80429,n
0.78261,0.92053,p
0.87605,0.53565,p
0.96515,0.35519,p
0.96068,0.45261,p
0.29045,0.59390,n
0.11432,0.54876,n
0.23761,0.00981,p
0.06437,0.39769,n
0.77461,0.15081,p
0.85719,0.85479,n
0.61994,0.14595,n
0.82535,0.12118,n
0.85181,0.44064,p
0.54368,0.09754,p
0.04068,0.51210,n
0.20681,0.34158,n
0.18156,0.49049,n
0.51577,0.67943,n
0.10567,0.77262,n
0.07930,0.04942,p
0.25233,0.54399,n
0.91622,0.27302,p
0.38466,0.94969,n
0.67592,0.59782,p
0.23120,0.60743,n
0.50216,0.00698,p
0.25675,0.54704,p
0.38183,0.72372,n
0.69286,0.17514,p
0.46705,0.03994,p
0.61377,0.43908,p
0.84078,0.02122,p
0.83667,0.37874,p
0.54209,0.14676,p
0.40638,0.31693,p
0.46703,0.01259,p
0.24737,0.18606,n
0.25440,0.66894,n
0.50784,0.82689,p
0.27871,0.55594,n
0.72629,0.11674,p
0.73499,0.82220,n
0.68215,0.73161,n
0.36005,0.19188,p
0.28597,0.79074,n
0.75280,0.55926,p
0.69598,0.95552,n
0.42683,0.97601,n
0.85072,0.89796,n
0.25654,0.77877,n
0.51919,0.87704,p
0.57001,0.02265,p
0.65433,0.82509,n
0.48304,0.01232,p
0.19595,0.16005,p
0.63292,0.21822,p
0.08559,0.34918,n
0.12368,0.76716,n
0.84253,0.48804,p
0.08120,0.27772,n
0.73782,0.63118,p
0.65484,0.67225,n
0.39089,0.47577,n
0.59837,0.41162,p
0.39191,0.07329,p
0.87628,0.30484,p
0.59390,0.75220,p
0.28125,0.64910,n
0.94895,0.76975,p
0.58032,0.48548,p
0.87649,0.01328,p
0.86264,0.55638,p
0.81314,0.98280,n
0.71823,0.95221,n
0.57978,0.84484,p
0.63493,0.41536,p
0.17751,0.82674,n
0.79565,0.60497,p
0.84725,0.67307,p
0.19393,0.13198,p
0.05302,0.70541,n
0.45732,0.95497,n
0.97200,0.00875,p
0.91431,0.53114,p
0.76033,0.64765,p
0.13555,0.99646,n
0.52038,0.82014,n
0.17011,0.08522,p
0.38120,0.90099,n
0.83935,0.30033,p
0.66408,0.96157,n
0.97852,0.07289,p
0.29620,0.66920,n
0.18715,0.20409,n
0.89017,0.20596,p
0.34452,0.50823,n
0.21574,0.58744,n
0.47178,0.13778,p
0.94118,0.44792,p
0.93186,0.77534,p
0.18222,0.33372,n
0.89185,0.04403,p
0.70242,0.04396,p
0.54835,0.89533,n
0.01569,0.95734,n
0.91642,0.12788,p
0.30389,0.32785,n
0.63164,0.62013,p
0.62601,0.39026,p
0.68476,0.91686,n
0.56058,0.52385,p
0.13312,0.21852,n
0.93606,0.75504,p
0.00995,0.05712,n
0.76185,0.84427,n
0.17273,0.35525,n
0.99290,0.80717,p
0.12278,0.54040,n
0.12021,0.33516,n
0.98080,0.08290,p
0.78428,0.50410,p
0.90076,0.41597,p
0.78384,0.52388,p
0.81849,0.20931,n
0.43417,0.09511,p
0.55253,0.28354,p
0.85301,0.33813,p
0.63590,0.00487,p
0.80226,0.53436,p
0.40658,0.70583,p
0.88360,0.38371,n
0.87152,0.89163,n
0.43813,0.17132,n
0.86554,0.16374,p
0.96856,0.15371,p
0.34186,0.31124,p
0.75526,0.22179,p
0.74965,0.34792,p
0.03565,0.37060,p
0.29894,0.42330,n
0.08723,0.61842,n
0.79044,0.97922,n
0.09328,0.30456,n
0.78156,0.06182,p
0.69080,0.02154,p
0.25473,0.32685,n
0.70665,0.91644,n
0.29199,0.61511,n
0.89258,0.55973,p
0.82033,0.52671,p
0.37355,0.39016,n
0.66794,0.87057,n
0.08490,0.38139,n
0.98398,0.33459,p
0.79390,0.49456,p
0.82012,0.80802,n
0.06171,0.34526,n
0.87280,0.17727,p
0.90521,0.44577,p
0.02086,0.84707,n
0.89971,0.95306,n
0.67256,0.76855,n
0.05305,0.90409,n
0.55692,0.12258,p
0.32417,0.42063,n
0.90067,0.14331,n
0.10590,0.25329,n
0.28113,0.14698,p
0.26665,0.42666,n
