@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.80814,0.26131,p
0.90752,0.98022,n
0.70001,0.48380,p
0.96034,0.58035,p
0.34817,0.18930,p
0.37872,0.73059,n
0.66498,0.58032,p
0.04586,0.07982,p
0.86244,0.29600,p
0.41109,0.99095,n
0.48442,0.78047,n
0.49374,0.45127,p
0.02449,0.80614,n
0.54060,0.63777,n
0.00872,0.82331,n
0.35994,0.33840,p
0.00220,0.72050,n
0.56724,0.83370,n
0.79211,0.01826,p
0.09045,0.87453,n
0.90087,0.51357,p
0.84277,0.41714,p
0.54568,0.30624,p
0.48852,0.41644,p
0.34170,0.36786,n
0.60592,0.43977,p
0.06451,0.44401,n
0.25048,0.48192,n
0.86624,0.65910,p
0.84316,0.49018,p
0.71281,0.53323,p
0.22019,0.71698,n
0.83450,0.67142,n
0.85266,0.57110,p
0.99984,0.25169,p
0.53025,0.37323,p
0.06794,0.44851,n
0.78624,0.47740,p
0.78002,0.67593,p
0.27751,0.88990,n
0.39695,0.97861,n
0.98598,0.04137,p
0.08754,0.36922,n
0.01008,0.12000,n
0.15109,0.60692,p
0.83779,0.47109,p
0.36558,0.68908,n
0.63506,0.11323,n
0.63128,0.54568,p
0.82764,0.50163,p
0.57989,0.69108,n
0.18302,0.62835,n
0.35591,0.73758,n
0.33033,0.09576,p
0.30848,0.82506,n
0.85247,0.93035,n
0.71308,0.24961,p
0.21148,0.79547,n
0.59617,0.53503,p
0.58714,0.61354,n
0.30709,0.22194,p
0.71861,0.84086,n
0.83654,0.87946,n
0.76989,0.64379,p
0.00779,0.48681,n
0.34408,0.06933,n
0.01165,0.90650,n
0.86583,0.28712,p
0.64841,0.07575,p
0.23203,0.81625,n
0.32678,0.27851,p
0.66435,0.13366,p
0.16539,0.46793,n
0.86194,0.14495,p
0.11370,0.11496,p
0.20238,0.77969,n
0.88200,0.32755,p
0.42197,0.75525,n
0.81677,0.82627,p
0.19751,0.59187,n
0.37040,0.26415,p
0.80391,0.13347,p
0.64662,0.45703,p
0.45129,0.01089,p
0.54743,0.57943,n
0.77591,0.22706,p
0.96679,0.26808,p
0.68287,0.83804,n
0.14602,0.18375,n
0.92166,0.25609,p
0.71556,0.26031,p
0.13201,0.93608,n
0.30183,0.10667,p
0.94619,0.32439,p
0.75129,0.15072,p
0.88430,0.06620,p
0.64748,0.43342,p
0.17731,0.25132,n
0.38627,0.34033,n
0.69294,0.62509,p
0.45146,0.22121,p
0.96793,0.38681,p
0.61247,0.97728,n
0.07135,0.29527,n
0.85374,0.05760,p
0.00547,0.83154,n
0.90225,0.14087,p
0.34360,0.31210,p
0.96073,0.99406,n
0.37374,0.00989,p
0.67143,0.34564,p
0.46635,0.41772,p
0.95132,0.61071,p
0.53986,0.23022,p
0.23654,0.12140,p
0.28478,0.69589,n
0.09224,0.65584,p
0.34254,0.06734,n
0.95299,0.92147,n
0.86408,0.44488,p
0.89172,0.33899,p
0.80231,0.94618,n
0.08988,0.79750,n
0.71645,0.72433,n
0.96914,0.93735,n
0.31389,0.09104,p
0.31516,0.04206,p
0.04168,0.34777,n
0.74476,0.67755,p
0.25585,0.03635,n
0.88039,0.43168,p
0.53816,0.01891,p
0.91010,0.58285,p
0.52457,0.20403,p
0.65697,0.31295,p
0.34802,0.64061,n
0.32435,0.47048,n
0.97074,0.29496,p
0.93942,0.42611,p
0.41804,0.34889,p
0.59264,0.16096,p
0.39119,0.37494,p
0.53594,0.49114,p
0.50514,0.25577,p
0.22390,0.11948,p
0.50975,0.59173,n
0.78944,0.78587,n
0.52682,0.97539,n
0.09202,0.39597,n
0.06268,0.47724,n
0.46880,0.80621,n
0.35757,0.97636,n
0.29165,0.97836,n
0.92603,0.08508,p
0.64261,0.10729,p
0.54835,0.24932,p
0.36949,0.78930,n
0.86584,0.61615,p
0.65042,0.47809,p
0.45505,0.98738,n
0.50277,0.69900,n
0.01471,0.80131,n
0.41899,0.69302,p
0.44258,0.97025,n
0.57466,0.43969,p
0.10266,0.35767,n
0.68387,0.02640,n
0.82155,0.29037,p
0.86548,0.61360,p
0.88236,0.23414,p
0.41452,0.64423,n
0.66750,0.11253,p
0.11031,0.67482,n
0.01224,0.35322,n
0.81441,0.00632,p
0.24624,0.02037,p
0.27405,0.21863,n
0.02787,0.86292,n
0.56347,0.92883,n
0.55727,0.99107,n
0.94938,0.61349,p
0.78485,0.89190,n
0.37183,0.45798,n
0.85683,0.66336,p
0.13606,0.49558,n
0.36071,0.93292,n
0.57302,0.16593,p
0.08917,0.87688,n
0.37781,0.34042,p
0.86965,0.87683,n
0.31747,0.26337,n
0.61379,0.32446,p
0.83685,0.66239,p
0.44893,0.90573,n
0.99820,0.72911,p
0.40064,0.62585,p
0.59761,0.50271,p
0.07247,0.35971,n
0.67556,0.08025,p
0.54906,0.30733,p
0.80914,0.77463,p
0.05963,0.96614,p
0.82441,0.03188,n
0.35803,0.78397,n
0.65060,0.88648,n
0.08142,0.65677,n
0.22815,0.66049,n
0.18791,0.07862,p
0.34286,0.90074,n
0.96364,0.29240,p
0.36798,0.00028,p
0.01912,0.38643,n
0.55379,0.71150,n
0.20401,0.37409,n
0.44016,0.78233,n
0.24484,0.18876,p
0.21853,0.22744,n
0.02836,0.14228,n
0.35196,0.67338,n
0.28999,0.16377,p
0.91435,0.16298,p
0.13587,0.95492,n
0.26354,0.56011,n
0.74987,0.79011,n
0.30366,0.38229,n
0.64590,0.59253,p
0.34746,0.94016,n
0.44796,0.32492,p
0.13155,0.66933,n
0.27666,0.55181,n
0.30186,0.60986,n
0.44134,0.60933,n
0.23956,0.01111,n
0.87138,0.58406,n
0.74115,0.76734,n
0.89918,0.59476,p
0.34915,0.02473,p
0.23149,0.54344,p
0.24557,0.80948,n
0.31088,0.54688,n
0.87894,0.34273,p
0.09813,0.80470,p
0.24521,0.44313,n
0.47885,0.11464,p
0.06464,0.93172,n
0.20091,0.41626,n
0.22121,0.09991,p
0.76958,0.24851,n
0.26542,0.98383,n
0.58078,0.97128,n
0.72097,0.60419,p
0.19602,0.17927,p
0.88119,0.24808,p
0.62294,0.40268,p
0.35645,0.48273,n
0.77789,0.68685,p
0.14474,0.31449,n
0.50122,0.67466,n
0.78633,0.17839,p
0.28388,0.43935,n
0.44017,0.20919,p
0.90602,0.77651,p
0.81334,0.00528,p
0.09373,0.71774,n
0.29641,0.21325,n
0.86007,0.11960,p
0.81558,0.92999,n
0.20174,0.28612,n
0.49957,0.28324,p
0.23158,0.19143,p
0.00740,0.47187,n
0.06124,0.22573,p
0.43384,0.23124,p
0.83133,0.32500,p
0.50425,0.69732,n
0.04873,0.65796,n
0.86953,0.85518,n
0.08920,0.57568,n
0.48866,0.66486,n
0.98201,0.85873,n
0.17884,0.55352,p
0.09276,0.95215,n
0.52568,0.47175,p
0.90669,0.99186,n
0.98304,0.66037,p
0.50281,0.49749,n
0.39886,0.37621,p
0.85865,0.62575,p
0.70530,0.03697,n
0.01151,0.09040,n
0.10761,0.96971,n
0.04475,0.68708,n
0.46162,0.28176,p
0.47149,0.12026,p
0.77641,0.80752,n
0.35484,0.98880,n
0.23193,0.46793,n
0.74704,0.41683,p
0.28147,0.94491,n
0.80578,0.82916,n
0.45257,0.12455,p
0.96984,0.22831,p
0.33675,0.78275,n
0.98897,0.90249,p
0.04198,0.14020,n
0.07780,0.45769,n
0.45745,0.64788,n
0.31618,0.77726,n
0.62184,0.10318,p
0.89155,0.74656,p
0.98111,0.85253,n
0.91790,0.63069,p
0.98728,0.33545,p
0.23799,0.65811,n
0.45869,0.37754,n
0.87707,0.01756,p
0.49305,0.11021,p
0.54561,0.36961,p
0.69687,0.17172,p
0.54281,0.67215,n
0.44959,0.06492,p
0.37932,0.76745,n
0.19167,0.04276,p
0.41929,0.71808,n
0.42539,0.24309,n
0.68116,0.76285,n
0.93715,0.52040,p
0.90092,0.37952,p
0.14739,0.47672,n
0.40563,0.98188,n
0.78439,0.66622,p
0.50065,0.23114,p
0.91813,0.08200,p
0.97208,0.22523,p
0.39439,0.97257,n
0.80563,0.28060,p
0.72720,0.50259,p
0.21813,0.69067,n
0.21004,0.96064,p
0.38511,0.41176,n
0.28548,0.08882,p
0.48681,0.85494,n
0.57462,0.45856,p
0.04587,0.64541,n
0.45672,0.38473,p
0.83605,0.76966,n
0.12905,0.98932,n
0.64697,0.89834,n
0.17653,0.83785,n
0.87910,0.15867,p
0.06314,0.68689,n
0.03139,0.10333,n
0.45762,0.27416,p
0.83254,0.30166,p
0.91272,0.98081,n
0.57798,0.85829,n
0.36036,0.79082,n
0.05954,0.41578,p
0.16644,0.76360,n
0.07131,0.76182,n
0.53900,0.12788,n
0.65266,0.27089,p
0.42343,0.51217,n
0.21115,0.58525,n
0.59327,0.53025,p
0.47367,0.63063,n
0.31169,0.20316,n
0.25684,0.46446,p
0.60365,0.86669,n
0.63510,0.04749,p
0.34205,0.93272,p
0.40499,0.00018,p
0.67314,0.57101,p
0.40226,0.48156,n
0.94369,0.12228,p
0.56940,0.31838,p
0.76704,0.16983,p
0.69929,0.67829,p
0.99644,0.82381,p
0.14592,0.72389,n
0.45779,0.90250,n
0.05798,0.79789,n
0.26914,0.66264,n
0.12894,0.01298,p
0.05620,0.04189,p
0.20031,0.04632,p
0.56357,0.97975,n
0.85463,0.80961,n
0.18792,0.75349,n
0.70239,0.93347,n
0.18407,0.11238,n
0.66257,0.53175,p
0.63827,0.55615,p
0.20758,0.07632,p
0.85364,0.32264,p
0.31698,0.44438,n
0.50387,0.77240,n
0.41543,0.45809,n
0.79136,0.03167,p
0.17470,0.63991,n
0.71345,0.46760,p
0.03190,0.99257,p
0.45119,0.71066,n
0.19646,0.06692,p
0.91279,0.65647,p
0.35950,0.27614,p
0.23998,0.30280,p
0.38900,0.71410,n
0.45413,0.84023,n
0.34754,0.69514,n
0.07700,0.43948,n
0.87748,0.10600,p
0.93468,0.46415,p
0.50261,0.38630,n
0.71196,0.07284,p
0.30499,0.62263,n
0.92718,0.61277,p
0.84620,0.10513,p
0.10086,0.95730,n
0.21262,0.14759,p
0.38427,0.07612,n
0.55845,0.43620,p
0.06644,0.07750,n
0.89314,0.27617,p
0.40875,0.97934,n
0.66805,0.03394,p
0.88434,0.00660,p
0.71658,0.94480,n
0.98121,0.35949,p
0.70664,0.33975,p
0.90623,0.17452,p
0.87864,0.67459,p
0.57267,0.79571,n
0.62786,0.56300,p
0.12059,0.87336,n
0.78266,0.49195,p
0.05336,0.15001,n
0.23549,0.77700,n
0.78072,0.40609,p
0.11855,0.83432,n
0.11790,0.83132,n
0.25419,0.85350,n
0.63485,0.53757,p
0.08430,0.97380,n
0.97735,0.59608,p
0.96207,0.23400,p
0.37409,0.13288,p
0.97389,0.36990,p
0.31065,0.98355,p
0.20774,0.70207,n
0.40696,0.39847,p
0.81369,0.64484,p
0.02397,0.05587,n
0.46414,0.13339,p
0.63816,0.66263,n
0.78460,0.98806,p
0.54833,0.58991,n
0.17523,0.32241,n
0.70815,0.83039,n
0.05845,0.19751,n
0.43859,0.88273,p
0.74971,0.46884,p
0.35068,0.64018,n
0.27516,0.70936,n
0.16917,0.11960,p
0.66474,0.26572,p
0.01043,0.06706,n
0.88544,0.21065,p
0.41465,0.47181,n
0.28894,0.88833,n
0.84793,0.60317,p
0.44874,0.66836,n
0.63709,0.16495,p
0.49729,0.91876,n
0.01246,0.89786,n
0.82402,0.99709,n
0.46321,0.01246,p
0.84024,0.58261,p
0.46270,0.36717,p
0.09258,0.83426,n
0.51914,0.25864,p
0.20324,0.12860,n
0.62450,0.60012,n
0.88065,0.53668,p
0.71319,0.83990,n
0.74147,0.45695,p
0.85347,0.53169,p
0.07593,0.54993,p
0.98965,0.14817,p
0.94890,0.49524,p
0.45675,0.09342,p
0.35161,0.45266,n
0.72544,0.91220,n
0.54219,0.31270,p
0.70905,0.63956,p
0.27120,0.03789,p
0.83790,0.45566,p
0.48141,0.51675,n
0.64813,0.63375,n
0.52592,0.99271,n
0.45363,0.66855,n
0.19006,0.36674,n
0.44651,0.54994,n
0.63740,0.82676,n
0.57693,0.09236,p
0.29553,0.68710,p
0.13621,0.88040,n
0.71641,0.53111,p
0.62477,0.59217,n
0.74253,0.31148,p
0.60893,0.01159,p
0.32872,0.96660,n
0.04682,0.59881,p
0.58078,0.67450,n
0.91515,0.29844,p
0.60679,0.69612,n
0.69947,0.35573,p
0.55476,0.15706,p
0.84007,0.50730,p
0.90337,0.38352,p
0.61123,0.18544,p
0.99311,0.50903,p
0.62745,0.09917,p
0.19670,0.65123,p
0.18722,0.50537,n
0.92590,0.98441,n
0.12000,0.81339,n
0.87708,0.53897,p
0.95535,0.93044,p
0.54604,0.17050,n
0.63844,0.32048,p
0.53446,0.19182,p
0.16974,0.24792,p
0.21602,0.06465,p
0.13574,0.34106,n
0.42921,0.53602,n
0.56638,0.52359,p
0.57814,0.06295,p
0.86961,0.17270,p
0.69143,0.64635,n
0.59260,0.93923,n
0.79847,0.65645,p
0.21712,0.65555,n
0.53772,0.45871,p
0.80504,0.64293,n
0.28499,0.79801,n
0.32672,0.57702,n
0.62780,0.80774,n
0.18027,0.61430,n
0.95359,0.44803,p
0.73220,0.88534,p
0.75998,0.29031,p
0.34000,0.59187,n
0.94318,0.62257,p
0.12897,0.92970,n
0.84748,0.52492,p
0.85014,0.00895,p
0.48325,0.05786,n
0.14278,0.50669,n
0.30299,0.55718,n
0.50117,0.09229,p
0.01038,0.55861,n
0.95355,0.69991,p
0.96318,0.02244,p
0.14745,0.01939,p
0.65232,0.06016,p
0.86162,0.01669,p
0.12239,0.48467,n
0.28280,0.05786,p
0.97535,0.01761,p
0.83817,0.64077,n
0.85224,0.40709,p
0.00394,0.30491,p
0.47082,0.95233,n
0.08587,0.82700,n
0.55022,0.38370,p
0.79755,0.38020,p
0.02769,0.66250,n
0.53599,0.20914,p
0.19389,0.61190,n
0.70214,0.73805,n
0.08087,0.53613,n
0.07871,0.24509,n
0.64214,0.79340,n
0.91888,0.33910,p
0.07307,0.05191,p
0.81391,0.57168,p
0.12022,0.65485,n
0.10722,0.47890,n
0.54307,0.55933,n
0.89523,0.10246,p
0.46302,0.56177,n
0.80171,0.55905,p
0.13403,0.47491,n
0.79482,0.37768,n
0.02514,0.58654,n
0.19677,0.11327,p
0.17280,0.37075,n
0.79833,0.67447,p
0.86850,0.35214,p
0.65766,0.81908,p
0.59193,0.57113,p
0.23502,0.84643,n
0.40043,0.17607,p
0.06137,0.45841,n
0.86093,0.83457,n
0.23415,0.25911,n
0.16133,0.33340,n
0.08026,0.71928,n
0.69691,0.94933,p
0.11326,0.04648,p
0.23132,0.62268,n
0.28524,0.39681,n
0.17226,0.63458,n
0.72476,0.16595,p
0.45794,0.01283,n
0.23047,0.02220,p
0.85002,0.67935,p
0.09657,0.31438,n
0.91303,0.68000,p
0.52278,0.42399,p
0.72747,0.94661,n
0.48599,0.93980,n
0.54901,0.18149,p
0.22510,0.87726,n
0.71505,0.87879,n
0.91649,0.86625,n
0.86821,0.51737,p
0.84436,0.05477,p
0.44423,0.20248,p
0.22226,0.58330,n
0.59843,0.82701,n
0.06108,0.17455,n
0.22451,0.73547,n
0.64107,0.19181,p
0.52867,0.76181,n
0.71771,0.50675,n
0.27593,0.76940,n
0.99648,0.56959,p
0.50344,0.24618,p
0.29271,0.97331,n
0.02145,0.35554,n
0.28398,0.81804,n
0.24409,0.43464,n
0.52327,0.14914,p
0.80797,0.39069,p
0.05112,0.28624,n
0.90946,0.24043,p
0.45790,0.46426,n
0.07896,0.47058,p
0.85478,0.04920,p
0.38245,0.01693,p
0.75366,0.01849,p
0.32715,0.90680,n
0.28519,0.49283,n
0.72139,0.51218,p
0.80788,0.56459,p
0.34642,0.77971,n
0.98001,0.37750,p
0.80471,0.85156,n
0.58543,0.13695,p
0.04410,0.74058,n
0.78660,0.41069,n
0.82861,0.82421,n
0.15970,0.60098,n
0.79186,0.10082,p
0.97383,0.48607,p
0.95686,0.35269,p
0.62820,0.16961,p
0.29851,0.23494,p
0.83440,0.78130,n
0.64586,0.80855,n
0.44591,0.71792,n
0.48708,0.23120,p
0.94939,0.07117,p
0.57841,0.88721,n
0.48544,0.29569,p
0.97636,0.04214,n
0.86966,0.34890,p
0.69246,0.13254,p
0.16796,0.03483,p
0.73585,0.79994,n
0.66724,0.34012,p
0.78249,0.09649,p
0.22676,0.22867,n
0.04167,0.03066,n
0.52436,0.45651,p
0.35486,0.82146,n
0.93148,0.58290,p
0.82828,0.61875,p
0.05584,0.33736,n
0.97615,0.04195,p
0.08840,0.85356,n
0.79934,0.40355,p
0.99140,0.60777,p
0.32698,0.97529,n
0.54984,0.44249,p
0.48875,0.90453,n
0.26147,0.89332,n
0.92276,0.91668,n
0.80410,0.03532,p
0.61102,0.83760,n
0.09548,0.52883,p
0.41716,0.61643,p
0.02109,0.17798,n
0.19258,0.41313,n
0.73337,0.11355,p
0.17133,0.86051,n
0.41949,0.21666,p
0.84648,0.46461,p
0.89373,0.31390,p
0.67722,0.13210,p
0.65489,0.65966,n
0.34889,0.30250,p
0.47057,0.11379,p
0.14464,0.01537,p
0.18344,0.58290,n
0.69432,0.78676,n
0.28059,0.15175,p
0.96754,0.81930,n
0.96702,0.84015,n
0.78540,0.35118,p
0.15283,0.52128,n
0.63710,0.10933,p
0.50947,0.28529,p
0.51882,0.30578,p
0.51839,0.33549,p
0.61984,0.79758,n
0.37866,0.26323,n
0.82823,0.15266,p
0.36013,0.46863,n
0.17256,0.96355,n
0.06289,0.10671,n
0.07813,0.90982,n
0.52558,0.38491,p
0.50188,0.22317,p
0.47606,0.18629,p
0.38810,0.21544,p
0.50750,0.57552,n
0.92599,0.28369,p
0.18272,0.49327,n
0.46088,0.45319,n
0.54007,0.17881,p
0.48297,0.66249,n
0.97988,0.61369,n
0.32429,0.50646,n
0.30387,0.94321,n
0.23590,0.15593,p
0.85801,0.71113,p
0.32016,0.39222,n
0.41999,0.41620,n
0.84627,0.58138,p
0.31750,0.87794,n
0.80920,0.22059,p
0.64214,0.47762,p
0.19675,0.77958,n
0.90977,0.04758,p
0.02638,0.02467,p
0.14884,0.13612,p
0.49752,0.68963,n
0.46393,0.26921,p
0.21612,0.94352,n
0.05561,0.61517,p
0.96090,0.36994,p
0.94452,0.24876,p
0.97855,0.68058,p
0.30163,0.88600,n
0.26554,0.93527,p
0.25141,0.90599,n
0.08937,0.73235,n
0.02025,0.52724,n
0.37849,0.61799,n
0.22000,0.89233,n
0.05875,0.27494,n
0.44785,0.19805,p
0.21545,0.90394,n
0.81596,0.54301,p
0.63373,0.70284,n
0.55009,0.19075,p
0.12628,0.44349,n
0.88903,0.95714,n
0.66233,0.55383,p
0.11870,0.72025,n
0.46621,0.63418,n
0.85408,0.88123,n
0.26083,0.72143,n
0.48618,0.32591,p
0.84627,0.00439,p
0.57948,0.55411,n
0.46790,0.91392,n
0.47846,0.32401,p
0.87355,0.94150,n
0.18248,0.07344,p
0.31364,0.95544,n
0.82047,0.27099,p
0.49374,0.73040,n
0.02755,0.34255,n
0.53179,0.66958,n
0.32799,0.20434,p
0.13965,0.93556,n
0.06673,0.25792,p
0.93684,0.05327,p
0.26755,0.68769,n
0.47135,0.85918,n
0.47335,0.91907,n
0.34003,0.52762,n
0.17845,0.06985,n
0.13876,0.51771,n
0.71026,0.42364,p
0.20695,0.77044,n
0.19067,0.70939,n
0.88035,0.36462,p
0.55969,0.54396,n
0.67052,0.89561,n
0.05405,0.62679,n
0.30981,0.31038,p
0.01239,0.48214,n
0.81914,0.04297,p
0.76154,0.46136,p
0.08690,0.44418,n
0.87659,0.21534,p
0.95721,0.44984,p
0.71265,0.93396,n
0.66802,0.12928,p
0.67403,0.99532,n
0.94220,0.53544,p
0.69364,0.87054,n
0.21773,0.40243,n
0.69997,0.68738,p
0.45181,0.21901,p
0.63517,0.87835,n
0.04400,0.12597,n
0.52057,0.46928,p
0.28410,0.32516,p
0.92766,0.05272,p
0.11991,0.29659,n
0.13088,0.57706,n
0.02815,0.87204,p
0.99750,0.03417,p
0.75927,0.09090,n
0.25630,0.50914,n
0.74335,0.15182,p
0.47149,0.20250,p
0.94136,0.32209,p
0.73815,0.23697,p
0.70017,0.50658,p
0.16434,0.29093,n
0.93847,0.60640,n
0.88265,0.90681,n
0.90418,0.68186,p
0.54654,0.23105,p
0.75200,0.72633,n
0.59815,0.54453,p
0.94297,0.00060,p
0.69041,0.01843,p
0.59807,0.58200,p
0.38279,0.74690,n
0.97429,0.17934,p
0.94071,0.72192,p
0.39906,0.12577,p
0.04880,0.37821,n
0.18962,0.23397,n
0.73944,0.79395,n
0.85601,0.26794,p
0.67346,0.24494,p
0.83763,0.13214,p
0.50337,0.59945,n
0.58630,0.27100,p
0.04711,0.00416,p
0.80948,0.83039,p
0.97604,0.40359,p
0.30416,0.78900,n
0.04645,0.75285,n
0.52407,0.55183,n
0.41788,0.16029,p
0.86413,0.14111,p
0.44996,0.04016,p
0.60591,0.75649,n
0.40661,0.59921,n
0.56764,0.06909,p
0.51142,0.05281,p
0.64832,0.49850,p
0.59100,0.22881,p
0.81364,0.04120,n
0.24415,0.88354,n
0.41516,0.84414,n
0.24537,0.27179,n
0.71549,0.46116,n
