@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.33641,0.92229,n
0.38614,0.87436,n
0.88309,0.27179,p
0.77500,0.42687,p
0.84439,0.11465,p
0.11430,0.02064,p
0.29116,0.34554,n
0.97921,0.58249,p
0.78572,0.83827,n
0.10031,0.14982,p
0.43504,0.79346,n
0.51123,0.76710,n
0.17273,0.04642,p
0.76226,0.65753,p
0.97693,0.79403,p
0.28562,0.67079,n
0.36984,0.42080,n
0.83189,0.72096,p
0.71120,0.08339,p
0.89029,0.72758,p
0.66788,0.95656,n
0.42515,0.69143,p
0.91044,0.02694,p
0.47844,0.96593,n
0.52661,0.81037,n
0.74577,0.19544,p
0.84437,0.14309,p
0.09993,0.49901,n
0.81205,0.94630,n
0.06537,0.85548,n
0.01490,0.67021,n
0.45578,0.88239,n
0.94028,0.16735,p
0.47517,0.56405,n
0.12773,0.38796,n
0.70861,0.98814,n
0.24475,0.87973,n
0.47352,0.55491,n
0.32600,0.06735,p
0.50088,0.48957,n
0.13926,0.40958,n
0.22439,0.07086,p
0.94297,0.00295,p
0.86879,0.15812,p
0.69570,0.46270,p
0.22317,0.80393,n
0.16777,0.39519,n
0.16286,0.17814,n
0.14556,0.93342,n
0.48206,0.63322,n
0.14153,0.04250,p
0.25589,0.77684,n
0.13388,0.36142,n
0.94769,0.75268,p
0.94925,0.88860,n
0.79175,0.90479,n
0.09658,0.45522,p
0.77803,0.81266,n
0.71303,0.59493,p
0.51192,0.77328,n
0.60232,0.02503,p
0.79960,0.31261,n
0.65895,0.21308,p
0.70505,0.88061,n
0.83816,0.67858,p
0.16709,0.63208,n
0.38482,0.21883,p
0.84521,0.71740,p
0.68890,0.59632,p
0.77628,0.10726,p
0.97917,0.57426,p
0.94486,0.15214,p
0.88812,0.68619,p
0.62787,0.35912,p
0.21707,0.50327,n
0.67596,0.05623,p
0.86150,0.50314,p
0.98301,0.46588,p
0.98094,0.32439,p
0.99659,0.09991,p
0.74652,0.11274,p
0.90808,0.16110,p
0.56894,0.59194,n
0.88103,0.25703,p
0.12063,0.81939,n
0.22539,0.53217,n
0.44319,0.19048,n
0.86999,0.24598,p
0.14654,0.00234,p
0.62660,0.38710,p
0.85667,0.03849,p
0.87043,0.36998,p
0.65614,0.34113,p
0.40113,0.20888,p
0.14380,0.09651,p
0.45307,0.80563,p
0.22330,0.18876,p
0.77752,0.15313,p
0.04459,0.19269,n
0.10110,0.48479,p
0.97767,0.76381,n
0.10485,0.08753,p
0.30775,0.35143,n
0.25591,0.58682,n
0.24922,0.24480,p
0.50106,0.26768,p
0.46542,0.26602,p
0.79384,0.97092,n
0.67992,0.13763,p
0.69741,0.51162,p
0.77469,0.88791,n
0.51939,0.28672,p
0.73903,0.95832,n
0.58581,0.47107,p
0.58791,0.98074,n
0.46796,0.98753,n
0.02049,0.35098,n
0.90917,0.01144,p
0.90762,0.59143,n
0.01391,0.55811,n
0.08532,0.10848,n
0.97392,0.97740,n
0.63503,0.33017,p
0.52869,0.57162,n
0.16897,0.16130,p
0.07693,0.14454,n
0.45286,0.85151,p
0.85165,0.87581,n
0.18015,0.43389,n
0.55917,0.26059,p
0.65109,0.67123,n
0.16278,0.65429,n
0.21879,0.66639,p
0.75668,0.05067,p
0.39615,0.18189,p
0.25872,0.73811,n
0.39017,0.17009,p
0.52202,0.11686,p
0.33717,0.48571,n
0.96326,0.10555,p
0.52146,0.86484,n
0.07625,0.08628,n
0.26499,0.34550,n
0.43108,0.42439,p
0.05311,0.32458,n
0.21682,0.83217,n
0.25905,0.94509,n
0.80308,0.95045,n
0.99138,0.35281,n
0.02680,0.68333,n
0.78704,0.70375,p
0.76825,0.54635,n
0.06078,0.65338,n
0.21415,0.66082,n
0.16021,0.78198,n
0.64270,0.68321,n
0.47550,0.46601,n
0.57817,0.94044,n
0.55183,0.59449,p
0.97430,0.82535,p
0.12584,0.90915,n
0.75034,0.23240,p
0.59908,0.18769,p
0.55464,0.19243,p
0.92824,0.27208,p
0.87522,0.59239,p
0.69467,0.62102,p
0.08093,0.15455,n
0.36212,0.64578,n
0.41304,0.77591,n
0.06078,0.60086,n
0.76262,0.43959,p
0.43466,0.42454,n
0.81961,0.74073,n
0.63410,0.34132,p
0.54241,0.57356,n
0.91600,0.10014,n
0.33803,0.38515,n
0.01801,0.98296,n
0.59806,0.18955,p
0.15622,0.94498,n
0.05939,0.58211,n
0.80687,0.94663,n
0.92867,0.04685,p
0.46644,0.45651,p
0.17699,0.58504,n
0.09964,0.50721,n
0.14541,0.75872,n
0.39311,0.24672,p
0.57528,0.23147,p
0.06628,0.07763,n
0.91764,0.32619,p
0.91187,0.58981,p
0.70354,0.60042,p
0.66154,0.22021,p
0.71639,0.35874,p
0.27856,0.37975,n
0.53379,0.45606,p
0.66022,0.24805,p
0.98062,0.41384,p
0.63889,0.36948,p
0.17031,0.11927,p
0.77993,0.05708,p
0.43207,0.52751,p
0.48368,0.47490,n
0.34310,0.98743,n
0.20600,0.84272,n
0.57706,0.13835,p
0.86784,0.64858,p
0.63400,0.97839,n
0.91411,0.90503,n
0.51486,0.80984,n
0.39727,0.59246,n
0.51950,0.20346,p
0.17882,0.38325,n
0.81803,0.67072,p
0.25292,0.42963,n
0.97140,0.67330,p
0.51228,0.17666,p
0.91182,0.17946,p
0.75815,0.74211,n
0.84616,0.80159,p
0.25292,0.47941,n
0.55653,0.69884,n
0.56171,0.05962,p
0.07984,0.93755,p
0.87837,0.97339,n
0.31141,0.07899,p
0.24115,0.90356,n
0.82298,0.06331,p
0.62019,0.02165,p
0.45756,0.16951,p
0.70076,0.33903,p
0.87798,0.48965,p
0.60766,0.94884,n
0.41283,0.29838,p
0.16130,0.43567,p
0.71686,0.03776,p
0.26538,0.58487,n
0.69625,0.78718,n
0.90019,0.31467,p
0.33396,0.54463,p
0.82335,0.54716,p
0.12308,0.22016,n
0.10823,0.25822,p
0.46432,0.25897,p
0.17147,0.27104,p
0.00243,0.62439,n
0.77644,0.59492,p
0.77022,0.97384,n
0.42198,0.88456,n
0.97224,0.45542,p
0.88043,0.24396,p
0.30393,0.19650,n
0.49129,0.00669,p
0.07192,0.75359,n
0.69237,0.38587,p
0.54416,0.30696,p
0.42930,0.96732,p
0.96746,0.19231,p
0.95825,0.00236,p
0.97798,0.35411,p
0.95955,0.71242,p
0.43885,0.38959,p
0.79991,0.47243,p
0.84694,0.04989,p
0.75885,0.28051,p
0.05862,0.63025,n
0.15847,0.41649,n
0.43500,0.51329,n
0.54305,0.90840,n
0.63121,0.91804,n
0.44762,0.28785,p
0.74674,0.21441,p
0.36977,0.40617,n
0.01069,0.27387,n
0.73205,0.19171,p
0.55941,0.26135,p
0.17289,0.65468,n
0.32155,0.16595,p
0.60160,0.24645,p
0.04639,0.43368,n
0.65938,0.61153,p
0.36166,0.18771,p
0.75630,0.78297,n
0.59267,0.42179,p
0.06010,0.68159,n
0.81445,0.24480,p
0.91746,0.96199,n
0.23872,0.30838,n
0.14966,0.03146,n
0.29037,0.66658,n
0.16268,0.37444,n
0.96841,0.72474,p
0.06473,0.18946,n
0.83634,0.16786,p
0.07731,0.19014,n
0.16917,0.64675,n
0.18485,0.26870,n
0.88625,0.21316,p
0.06472,0.89455,p
0.25566,0.33782,n
0.27433,0.50299,n
0.32606,0.90677,p
0.34853,0.96804,n
0.18943,0.01210,p
0.05267,0.88316,n
0.15473,0.75879,p
0.19584,0.34969,p
0.42465,0.14457,p
0.99281,0.12096,n
0.45956,0.52202,n
0.64868,0.69858,n
0.24502,0.12210,p
0.16305,0.19725,n
0.22081,0.02746,p
0.81512,0.55171,p
0.21938,0.73992,n
0.83154,0.02305,p
0.50748,0.12492,p
0.26528,0.51507,n
0.83572,0.66727,p
0.27312,0.38920,n
0.93441,0.77966,p
0.54752,0.22628,n
0.65263,0.98791,p
0.96144,0.98465,n
0.71826,0.49045,p
0.74090,0.87127,n
0.48177,0.52982,n
0.85244,0.19823,n
0.70794,0.55951,p
0.02898,0.62830,n
0.75566,0.19739,p
0.12802,0.38779,n
0.15217,0.66729,n
0.78738,0.91755,p
0.94268,0.15000,n
0.96644,0.23385,p
0.24012,0.61175,p
0.74675,0.06987,p
0.35641,0.00772,n
0.63069,0.71724,n
0.88900,0.45942,p
0.46164,0.23098,p
0.65580,0.42059,n
0.06262,0.21110,n
0.95201,0.94988,n
0.07398,0.56102,n
0.62451,0.78135,n
0.61205,0.24599,p
0.63129,0.55229,p
0.95670,0.86612,n
0.11185,0.08805,p
0.54956,0.19830,p
0.37641,0.86396,p
0.19736,0.39578,p
0.22729,0.05759,p
0.76180,0.18175,p
0.97259,0.76954,p
0.75107,0.18233,p
0.46777,0.38564,p
0.73506,0.98400,n
0.98786,0.63006,p
0.23463,0.49399,p
0.95965,0.47845,p
0.40584,0.27913,p
0.41554,0.21069,p
0.85652,0.95813,n
0.20085,0.68028,p
0.31539,0.34697,p
0.29239,0.23160,p
0.63220,0.80859,n
0.12620,0.32370,n
0.01435,0.23208,n
0.79944,0.81998,n
0.40849,0.43892,n
0.63568,0.44026,p
0.92178,0.88042,n
0.61931,0.82303,n
0.64490,0.20638,p
0.52908,0.80704,p
0.48492,0.70349,n
0.60758,0.22053,p
0.19895,0.91129,n
0.98001,0.44659,p
0.85213,0.88177,n
0.84074,0.88692,n
0.67200,0.84002,n
0.55606,0.98091,n
0.24418,0.25471,n
0.60645,0.30257,p
0.59598,0.51145,p
0.91233,0.09450,p
0.22995,0.63140,n
0.28954,0.94065,n
0.81532,0.92593,n
0.03242,0.30173,n
0.41563,0.89274,n
0.85263,0.67886,p
0.80175,0.48197,p
0.31599,0.43077,n
0.74929,0.30959,p
0.34668,0.12405,p
0.01250,0.53690,n
0.48961,0.80508,n
0.28518,0.66383,n
0.32749,0.58831,n
0.44135,0.74585,n
0.72688,0.46173,p
0.48006,0.03286,n
0.36993,0.01961,p
0.55102,0.55308,n
0.21218,0.06665,p
0.89953,0.48474,p
0.61394,0.71446,p
0.73348,0.95955,n
0.91765,0.41422,n
0.78114,0.25091,p
0.15265,0.95786,n
0.34216,0.89472,n
0.65657,0.99865,n
0.68538,0.82092,n
0.76556,0.04966,p
0.60868,0.84977,n
0.15831,0.26372,n
0.45990,0.17687,n
0.80600,0.44639,p
0.16138,0.92017,n
0.09879,0.04126,p
0.29979,0.05785,p
0.80001,0.18129,p
0.80112,0.49690,p
0.39830,0.55142,n
0.60254,0.20825,p
0.28332,0.89330,n
0.79555,0.63298,p
0.85807,0.76272,n
0.71084,0.77074,n
0.94942,0.71517,p
0.39028,0.96188,n
0.45094,0.12360,p
0.41718,0.55424,p
0.10644,0.93405,n
0.68662,0.99750,n
0.89846,0.38414,p
0.47074,0.08716,p
0.55844,0.12680,p
0.85891,0.01197,n
0.39415,0.78652,n
0.13329,0.95751,n
0.14631,0.08631,n
0.15714,0.65565,n
0.92166,0.10682,p
0.68230,0.82437,n
0.22006,0.71899,p
0.15544,0.89295,n
0.04511,0.90123,n
0.35558,0.40880,n
0.29180,0.36626,n
0.10775,0.29777,n
0.67218,0.09787,p
0.15671,0.32939,n
0.90276,0.39205,p
0.90146,0.80649,n
0.76748,0.81245,n
0.35142,0.54114,n
0.72687,0.38686,p
0.20918,0.74660,n
0.11870,0.87319,p
0.52968,0.35835,p
0.98076,0.20377,p
0.47723,0.20354,p
0.10413,0.79015,n
0.79563,0.22248,n
0.75518,0.56367,p
0.91448,0.38343,p
0.89226,0.52922,p
0.54388,0.62981,n
0.17480,0.46336,n
0.55378,0.71440,n
0.90525,0.15715,p
0.56940,0.99031,n
0.08082,0.82987,n
0.08398,0.32961,n
0.90979,0.39295,p
0.73486,0.38630,p
0.50612,0.80233,n
0.84474,0.02565,p
0.50189,0.55374,n
0.45646,0.44686,n
0.80118,0.91984,n
0.56865,0.72515,n
0.78886,0.82664,p
0.81813,0.14028,p
0.53464,0.33403,p
0.77829,0.79704,n
0.74693,0.50446,p
0.58029,0.73383,n
0.94485,0.83707,n
0.16838,0.48913,p
0.82227,0.19810,p
0.54892,0.22058,p
0.61779,0.70698,n
0.51105,0.33615,p
0.84111,0.22227,p
0.14614,0.08853,p
0.10712,0.97421,n
0.48047,0.78596,n
0.91863,0.52931,p
0.07892,0.86080,n
0.47852,0.62293,n
0.29969,0.61574,n
0.40122,0.46509,p
0.43691,0.12088,p
0.76347,0.62511,p
0.68671,0.62171,n
0.62860,0.51581,p
0.28572,0.27916,p
0.53063,0.25228,p
0.66674,0.93423,n
0.35432,0.14700,p
0.52128,0.57949,n
0.84585,0.23714,p
0.73241,0.70090,n
0.96744,0.19428,p
0.80472,0.92961,n
0.82557,0.20222,n
0.24846,0.91837,p
0.76502,0.00906,p
0.90473,0.36994,p
0.45774,0.95697,n
0.49046,0.84802,n
0.82751,0.08891,n
0.54213,0.13365,p
0.97197,0.39483,p
0.86333,0.86416,n
0.57960,0.23750,p
0.87177,0.55207,p
0.52770,0.62270,n
0.05546,0.82267,n
0.28039,0.98619,n
0.74514,0.46764,p
0.42719,0.12615,p
0.16962,0.66355,n
0.14549,0.85993,p
0.84154,0.36159,p
0.23843,0.55952,n
0.00494,0.07458,n
0.66026,0.17686,p
0.95623,0.73843,p
0.28589,0.10363,p
0.44693,0.11224,p
0.13110,0.36797,n
0.59105,0.99519,n
0.24303,0.68521,n
0.31563,0.57148,n
0.86725,0.57471,p
0.30095,0.48600,n
0.83635,0.55247,n
0.25680,0.29461,n
0.62040,0.79797,n
0.37552,0.71032,n
0.10322,0.59354,n
0.00238,0.67873,n
0.72824,0.14838,p
0.29633,0.53780,n
0.90614,0.03225,p
0.74902,0.90207,n
0.02120,0.27921,n
0.42900,0.33894,p
0.53012,0.06722,p
0.37186,0.49968,n
0.99473,0.71126,p
0.59926,0.25318,p
0.39965,0.52043,p
0.06858,0.56810,n
0.22919,0.33354,n
0.13703,0.94478,n
0.63068,0.25522,p
0.62113,0.65174,n
0.10408,0.84896,n
0.99087,0.29498,p
0.58888,0.44048,p
0.42008,0.81195,p
0.61411,0.07730,p
0.68297,0.69384,n
0.60195,0.81910,n
0.79170,0.80562,n
0.87988,0.71016,p
0.00278,0.45759,n
0.66941,0.19026,n
0.96364,0.11218,p
0.66210,0.14762,p
0.16016,0.68522,n
0.74202,0.81961,p
0.40203,0.39443,n
0.21696,0.93766,n
0.84760,0.61142,p
0.18435,0.59110,n
0.96049,0.37952,p
0.97713,0.22730,n
0.78934,0.48334,p
0.50030,0.28583,n
0.01672,0.97078,p
0.10206,0.07101,n
0.24943,0.26196,n
0.36962,0.34404,p
0.13471,0.91915,n
0.20593,0.88017,n
0.14056,0.01358,p
0.76337,0.14913,p
0.87026,0.67899,p
0.21066,0.01531,p
0.26540,0.63840,n
0.87117,0.38098,p
0.73576,0.32330,p
0.18538,0.94756,n
0.81432,0.85981,n
0.50786,0.21867,p
0.19316,0.82848,n
0.42904,0.74909,n
0.17658,0.01714,p
0.33719,0.42193,n
0.16410,0.67816,n
0.66129,0.18651,p
0.00876,0.45043,n
0.10077,0.43002,n
0.11077,0.23899,p
0.61683,0.95910,p
0.23280,0.31466,n
0.44298,0.36197,p
0.52440,0.02391,p
0.74856,0.88522,n
0.01981,0.83247,n
0.90937,0.50733,p
0.47873,0.81041,n
0.61405,0.07946,n
0.54393,0.06523,p
0.75750,0.67126,p
0.53426,0.90235,n
0.49576,0.17248,p
0.16188,0.93174,n
0.32933,0.07978,p
0.11813,0.11772,p
0.92422,0.26296,p
0.48865,0.06624,p
0.39487,0.24446,p
0.52972,0.12920,p
0.85845,0.67300,p
0.00492,0.52308,n
0.67064,0.52563,p
0.55811,0.93816,n
0.43266,0.18714,p
0.03449,0.06896,n
0.22881,0.46815,n
0.57406,0.02099,p
0.77483,0.59457,p
0.92331,0.52797,p
0.72276,0.43650,p
0.21116,0.99186,n
0.16953,0.24193,n
0.39900,0.10396,p
0.75914,0.17011,p
0.80231,0.50577,p
0.47402,0.02517,p
0.94648,0.56145,p
0.44074,0.88832,p
0.78785,0.51484,p
0.53519,0.26242,p
0.99208,0.54339,p
0.47929,0.19190,p
0.04402,0.53747,n
0.54594,0.90190,n
0.18555,0.61323,n
0.83723,0.20892,n
0.94395,0.14906,p
0.95772,0.77884,p
0.83493,0.14385,p
0.40855,0.56511,n
0.22615,0.72687,n
0.57279,0.26348,p
0.12178,0.32907,n
0.74260,0.84154,n
0.67171,0.72600,n
0.98784,0.32479,p
0.69033,0.61080,n
0.81682,0.00133,p
0.32203,0.93878,n
0.48615,0.89103,n
0.66358,0.16203,p
0.21629,0.65284,p
0.90524,0.46473,p
0.61406,0.08478,p
0.88652,0.71805,p
0.58582,0.79085,n
0.67721,0.11953,p
0.87381,0.52565,p
0.10090,0.09463,p
0.05529,0.28363,n
0.00670,0.61225,p
0.93079,0.30325,p
0.94900,0.12018,p
0.44500,0.44620,n
0.82192,0.08462,n
0.03999,0.59509,n
0.80857,0.45252,p
0.20228,0.79975,n
0.61416,0.04252,p
0.13759,0.69070,n
0.41700,0.27171,p
0.16690,0.66297,n
0.54039,0.58603,n
0.29442,0.38739,n
0.84059,0.57533,p
0.78532,0.80456,n
0.46238,0.08602,p
0.30165,0.28827,p
0.21247,0.87847,n
0.58312,0.55005,p
0.20643,0.39869,n
0.09270,0.78198,n
0.76792,0.85103,p
0.42528,0.91601,n
0.89076,0.08031,p
0.76755,0.08810,p
0.79050,0.56654,p
0.49054,0.23178,p
0.81981,0.72538,p
0.30931,0.27657,p
0.37852,0.49786,p
0.49574,0.44039,n
0.99574,0.51244,p
0.73468,0.17827,p
0.45476,0.76790,n
0.11031,0.25503,n
0.52082,0.39868,p
0.50136,0.53453,n
0.98512,0.70242,p
0.98215,0.62376,p
0.63837,0.21712,p
0.25386,0.47682,n
0.27981,0.71133,p
0.16244,0.70451,n
0.05280,0.44928,n
0.29780,0.80700,n
0.04108,0.35778,n
0.36086,0.28665,p
0.09111,0.87770,n
0.91131,0.24161,p
0.13513,0.97550,n
0.51814,0.13452,p
0.17268,0.02149,p
0.25667,0.64687,n
0.55766,0.37447,p
0.18138,0.48177,n
0.91147,0.22151,p
0.22299,0.19381,p
0.65429,0.06332,p
0.66190,0.74214,n
0.79327,0.09846,p
0.67193,0.46004,p
0.66001,0.27988,p
0.09524,0.12099,n
0.64815,0.46415,p
0.56547,0.92104,n
0.89874,0.04493,p
0.27925,0.96572,p
0.69031,0.71546,n
0.12688,0.81905,n
0.61966,0.61547,n
0.36370,0.28389,p
0.85812,0.68905,p
0.71159,0.10591,n
0.86312,0.41030,p
0.54498,0.29315,p
0.77778,0.51648,p
0.48095,0.55045,n
0.51011,0.16090,p
0.54942,0.76735,n
0.76130,0.16109,p
0.27777,0.18598,p
0.29204,0.97484,n
0.83251,0.35731,n
0.45484,0.86946,n
0.84731,0.56266,p
0.43312,0.88245,n
0.97546,0.07264,p
0.04492,0.34441,n
0.35751,0.65645,n
0.04547,0.61702,n
0.10213,0.66032,n
0.66111,0.50709,p
0.16421,0.94261,n
0.84990,0.25901,p
0.19482,0.66937,n
0.72682,0.21150,p
0.16762,0.57295,n
0.23838,0.02517,p
0.11843,0.47309,n
0.92174,0.11946,p
0.66458,0.13151,p
0.43641,0.25298,p
0.91272,0.58307,p
0.71270,0.77114,n
0.68140,0.63796,n
0.14330,0.55633,n
0.44782,0.04361,p
0.89168,0.40177,p
0.05985,0.40797,n
0.75850,0.15426,p
0.93502,0.55040,p
0.31580,0.11978,n
0.62691,0.66035,n
0.28803,0.61483,n
0.90462,0.26357,p
0.79048,0.28543,p
0.14322,0.64772,n
0.57409,0.58817,n
0.36174,0.61371,n
0.94022,0.91314,n
0.13575,0.62173,n
0.13820,0.73057,n
0.54707,0.57951,n
0.91905,0.00953,p
0.63285,0.36001,p
0.02226,0.97056,n
0.65880,0.29269,p
0.30287,0.88040,n
0.12114,0.11201,p
0.84348,0.07979,p
0.98101,0.51011,p
0.15927,0.14505,p
0.48332,0.28489,p
0.24902,0.77350,n
0.34514,0.80586,n
0.80533,0.91851,n
0.99375,0.87399,n
0.55429,0.83788,n
0.13046,0.55122,n
0.37859,0.21996,p
0.24603,0.44853,n
0.38128,0.20637,p
0.75315,0.61385,p
0.75910,0.98540,n
0.84815,0.51110,p
0.60250,0.46622,p
0.08497,0.95107,n
0.72560,0.45566,p
0.67046,0.76781,p
0.20199,0.11106,p
0.59610,0.08604,p
0.15510,0.09154,p
0.34005,0.85444,n
0.10894,0.55079,n
0.14667,0.51406,n
0.46895,0.92012,n
0.28371,0.88299,n
0.09639,0.35972,p
0.55412,0.76652,n
0.42048,0.52371,n
0.59199,0.38646,n
0.86511,0.22141,p
0.77406,0.45582,p
0.92358,0.62581,p
0.22121,0.94291,n
0.85495,0.37531,p
0.32610,0.94700,n
0.29722,0.84685,p
0.32551,0.90977,n
0.61305,0.04482,p
0.00694,0.15161,n
0.81835,0.40627,p
0.24023,0.16629,n
0.15267,0.61945,n
0.69795,0.11500,p
0.84339,0.86534,n
0.30246,0.13974,p
0.63102,0.74955,n
0.45969,0.09413,p
0.55012,0.30122,p
0.58917,0.60434,n
0.34003,0.53282,n
0.09429,0.96112,n
0.45221,0.82690,n
0.81334,0.54184,p
0.17681,0.93359,n
0.14391,0.86087,p
0.54436,0.76791,n
0.35903,0.21888,p
0.31883,0.81294,n
0.01018,0.38355,n
0.86934,0.24833,p
0.74073,0.42606,p
0.77515,0.89303,n
0.51445,0.01625,p
0.82635,0.57947,p
0.84253,0.49943,p
0.39800,0.81389,n
0.33646,0.42371,n
0.51688,0.32691,p
0.12637,0.16081,n
0.39611,0.10981,p
0.94001,0.01307,p
0.27224,0.01849,p
0.41506,0.44630,n
0.23118,0.02492,p
0.92201,0.19119,p
0.17874,0.24546,n
0.05340,0.20651,n
0.99944,0.59451,p
0.85764,0.67753,p
0.13648,0.64909,n
0.36321,0.16792,p
0.39551,0.35945,p
0.81266,0.86510,n
0.56217,0.83529,n
0.78469,0.65806,p
0.79941,0.31673,p
0.94233,0.67845,p
0.44067,0.41308,p
0.48339,0.67113,n
0.13125,0.05576,p
0.81328,0.42297,p
0.15189,0.41145,p
0.59718,0.04600,p
0.22406,0.79397,n
0.00241,0.64033,n
0.88477,0.41708,p
0.64793,0.09941,p
0.85608,0.00778,p
0.88007,0.63599,p
0.81447,0.44921,p
0.19329,0.49711,n
0.56504,0.40021,p
0.48335,0.21767,p
0.06985,0.66607,n
0.19718,0.90845,n
0.97122,0.69983,p
0.70298,0.00957,p
0.09974,0.75732,n
0.25127,0.54648,n
0.43748,0.13463,p
0.63130,0.70110,n
0.61169,0.94596,n
0.22584,0.82555,n
0.37214,0.20415,p
0.52959,0.96588,n
0.50198,0.25780,p
0.66635,0.69699,p
0.23066,0.13952,n
0.69584,0.23511,n
0.83127,0.91095,n
0.21368,0.15626,p
0.99460,0.47129,p
0.95621,0.92152,n
0.68225,0.34893,p
0.49971,0.37283,p
0.06132,0.43370,n
0.97807,0.59527,p
0.04589,0.81596,n
0.84986,0.18480,p
0.19160,0.22017,n
0.64096,0.54280,p
0.76359,0.86859,n
0.45562,0.36612,p
0.13285,0.91276,n
0.87384,0.56825,p
0.87558,0.61761,p
0.78890,0.67487,p
0.41939,0.83792,p
0.01189,0.81512,n
0.96835,0.78384,p
0.24470,0.14611,p
0.99847,0.18144,p
0.37511,0.68122,n
0.39912,0.29105,p
0.37059,0.11837,p
0.76717,0.01679,p
0.21760,0.60484,n
0.15178,0.61036,p
0.74820,0.42771,p
0.16690,0.98304,n
0.79757,0.45935,n
0.20766,0.25294,n
0.07962,0.29347,n
0.52825,0.70177,n
0.36535,0.96587,n
0.45418,0.72752,n
0.52289,0.48872,p
0.27441,0.81301,n
0.63306,0.18887,p
