@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.93232,0.19282,p
0.91938,0.78365,p
0.04700,0.38221,n
0.87647,0.76236,n
0.01278,0.59749,n
0.13980,0.85855,n
0.07079,0.96109,n
0.94324,0.48675,p
0.34407,0.76486,n
0.14546,0.35996,p
0.42729,0.90833,n
0.05216,0.34086,p
0.55262,0.14582,n
0.47906,0.84922,n
0.75043,0.38385,p
0.95531,0.54172,p
0.14636,0.33809,n
0.76668,0.40220,p
0.22972,0.34930,n
0.53573,0.34173,p
0.99537,0.60064,p
0.56727,0.35761,p
0.67706,0.44882,p
0.37907,0.42567,n
0.29931,0.21469,p
0.52785,0.21603,p
0.70843,0.26375,p
0.90619,0.44626,p
0.18765,0.13102,p
0.85136,0.77471,n
0.34726,0.10323,p
0.53465,0.78314,n
0.06272,0.66049,n
0.28184,0.52108,n
0.80867,0.84905,n
0.58074,0.97434,n
0.17009,0.50411,n
0.68550,0.49699,p
0.13308,0.35990,n
0.49942,0.60165,p
0.28394,0.44776,n
0.71634,0.52995,p
0.27823,0.15980,p
0.84587,0.95007,n
0.90638,0.25941,p
0.22794,0.18765,p
0.72264,0.63362,p
0.96094,0.03585,p
0.14144,0.82307,n
0.00196,0.56284,n
0.61298,0.53473,p
0.34092,0.95403,n
0.42685,0.88532,n
0.13616,0.58616,n
0.03570,0.99298,p
0.80912,0.72364,p
0.44413,0.38414,p
0.19562,0.22247,n
0.88890,0.86264,p
0.31847,0.44349,p
0.46061,0.45300,n
0.20360,0.44201,n
0.05882,0.72066,n
0.00104,0.71673,n
0.81561,0.69422,p
0.12812,0.44643,p
0.31117,0.19340,p
0.36528,0.17013,p
0.41778,0.85094,n
0.59257,0.16416,p
0.97127,0.23300,p
0.37137,0.80631,n
0.47805,0.13102,p
0.87721,0.73526,n
0.99450,0.63043,p
0.80958,0.88428,n
0.61118,0.24060,p
0.98000,0.25388,p
0.28593,0.70290,n
0.66726,0.28771,p
0.62517,0.12346,p
0.31296,0.00821,p
0.91602,0.03969,p
0.87415,0.89786,n
0.37901,0.96220,n
0.43456,0.21871,p
0.98324,0.48551,p
0.87699,0.62746,p
0.54521,0.17688,p
0.23255,0.50917,n
0.38850,0.15602,p
0.51618,0.19173,p
0.36293,0.62540,n
0.11569,0.68609,n
0.65300,0.43101,p
0.53031,0.00627,p
0.85609,0.42489,p
0.33703,0.41174,n
0.31323,0.95047,p
0.87710,0.17921,n
0.80042,0.00763,p
0.53872,0.96310,n
0.78400,0.05015,p
0.53546,0.07629,p
0.86309,0.36515,p
0.99214,0.52891,p
0.27909,0.13357,p
0.94235,0.38362,p
0.53107,0.73400,n
0.78072,0.52480,n
0.85380,0.08827,p
0.65181,0.50348,p
0.98414,0.92654,n
0.90065,0.96572,n
0.04172,0.89412,n
0.86839,0.95328,n
0.16116,0.22970,n
0.40043,0.30384,p
0.88846,0.46680,p
0.30862,0.52360,n
0.30588,0.44940,n
0.88717,0.88675,n
0.99551,0.64926,n
0.39499,0.32155,p
0.87797,0.15956,p
0.07806,0.96639,n
0.65770,0.22516,n
0.44968,0.69867,n
0.49256,0.30260,p
0.49087,0.84954,n
0.48547,0.92283,n
0.72966,0.49983,p
0.79208,0.29101,p
0.07356,0.47030,n
0.26025,0.93372,p
0.22793,0.19015,p
0.15383,0.49307,n
0.69192,0.92668,n
0.11426,0.55218,n
0.55329,0.36715,p
0.66458,0.76915,n
0.83899,0.74672,n
0.37182,0.79114,n
0.83805,0.92265,n
0.85669,0.22831,p
0.66702,0.54735,n
0.97249,0.33749,p
0.35311,0.84455,n
0.04055,0.79747,n
0.65388,0.17962,p
0.57005,0.58873,n
0.51851,0.25103,p
0.54322,0.34805,p
0.26426,0.00360,p
0.64985,0.47642,p
0.59258,0.39645,p
0.24617,0.31670,n
0.20826,0.19002,p
0.26759,0.29409,n
0.70455,0.84140,n
0.88107,0.96489,n
0.03876,0.74559,n
0.33227,0.15038,p
0.40754,0.56560,n
0.47385,0.15929,p
0.89993,0.25500,p
0.74582,0.11700,p
0.65665,0.41388,n
0.83794,0.95208,n
0.83876,0.65046,p
0.03399,0.65981,n
0.13399,0.94134,n
0.30405,0.27964,p
0.27215,0.02432,p
0.17239,0.51843,n
0.58019,0.21454,p
0.65712,0.86213,n
0.45940,0.27883,p
0.55078,0.87881,n
0.84926,0.26152,n
0.98365,0.15523,p
0.05735,0.10628,n
0.88002,0.10846,p
0.96457,0.15647,p
0.92344,0.42434,p
0.73518,0.15882,p
0.58370,0.13083,p
0.25123,0.86298,n
0.37163,0.45597,n
0.41222,0.17222,p
0.84089,0.16755,n
0.27707,0.02992,p
0.04369,0.41265,n
0.73573,0.98396,n
0.28575,0.75603,n
0.72159,0.46787,p
0.13041,0.42677,n
0.38371,0.55370,n
0.69005,0.45297,p
0.47040,0.72603,n
0.94485,0.03377,p
0.46707,0.34506,p
0.78567,0.27757,n
0.13942,0.17083,n
0.03621,0.86254,n
0.92763,0.99617,p
0.71937,0.28299,p
0.98016,0.28625,p
0.29429,0.60820,n
0.54478,0.35143,p
0.88293,0.74540,p
0.24687,0.30835,n
0.18714,0.16276,p
0.08048,0.66281,n
0.99084,0.41570,p
0.10332,0.48738,n
0.33190,0.55067,n
0.84400,0.13385,p
0.12687,0.68126,n
0.11036,0.22690,n
0.20512,0.10522,p
0.01926,0.98288,n
0.77912,0.25951,p
0.80949,0.40441,p
0.61049,0.14810,p
0.18584,0.92779,n
0.06180,0.13950,n
0.11835,0.06689,p
0.43685,0.93005,n
0.33225,0.11153,p
0.99702,0.27847,p
0.83946,0.18732,n
0.39251,0.51359,n
0.69466,0.89836,n
0.76827,0.00318,p
0.82035,0.85425,n
0.66690,0.83777,n
0.99912,0.86225,p
0.32864,0.90145,n
0.12368,0.89898,p
0.06381,0.32295,p
0.88374,0.89939,n
0.90953,0.80225,n
0.35503,0.79766,n
0.01898,0.95963,n
0.57147,0.61040,n
0.45013,0.32582,p
0.10041,0.74986,n
0.87421,0.38897,p
0.69256,0.76216,n
0.68308,0.42075,p
0.01632,0.63878,n
0.11915,0.07705,p
0.53046,0.54522,n
0.77133,0.28755,p
0.24275,0.97507,n
0.43947,0.22496,p
0.06995,0.37299,p
0.18034,0.96863,n
0.49510,0.13156,p
0.71697,0.69676,n
0.53282,0.39715,p
0.81162,0.98572,n
0.07371,0.09815,n
0.52640,0.35394,p
0.82960,0.79609,n
0.66566,0.58787,p
0.47490,0.85975,n
0.00662,0.98833,n
0.06698,0.89147,n
0.40982,0.33179,p
0.93039,0.97419,n
0.82264,0.27870,p
0.30748,0.82327,n
0.87389,0.39620,p
0.14927,0.79592,n
0.95291,0.44083,p
0.89113,0.16080,p
0.18210,0.66075,n
0.21727,0.05538,p
0.36894,0.31131,p
0.00534,0.78906,n
0.01632,0.77293,n
0.14959,0.88205,n
0.78966,0.06083,p
0.48975,0.66119,p
0.02357,0.24243,n
0.56275,0.75720,n
0.05181,0.01415,p
0.58547,0.79568,n
0.81141,0.12863,p
0.79976,0.81116,n
0.19462,0.94464,n
0.37288,0.85868,n
0.13025,0.27093,n
0.64656,0.73557,n
0.10803,0.29475,n
0.40420,0.81959,n
0.51938,0.45550,p
0.49764,0.15167,p
0.86771,0.26191,p
0.50832,0.92300,n
0.88253,0.10712,p
0.09803,0.79048,n
0.30753,0.15496,p
0.13685,0.12856,p
0.88990,0.39909,p
0.84871,0.60123,p
0.13615,0.11482,n
0.08424,0.61670,n
0.43318,0.51250,p
0.91089,0.55637,p
0.61430,0.19467,n
0.57331,0.29453,p
0.68947,0.66113,p
0.63720,0.43502,p
0.78484,0.27331,p
0.22205,0.41224,n
0.99011,0.65151,p
0.20356,0.44669,n
0.67711,0.22140,p
0.37215,0.10973,p
0.41078,0.68959,n
0.88617,0.36134,p
0.25772,0.67836,n
0.47460,0.13462,p
0.38894,0.87439,n
0.22970,0.77538,n
0.18192,0.06440,p
0.02717,0.29666,n
0.93517,0.86701,p
0.63752,0.16942,p
0.17188,0.03977,p
0.25507,0.35017,p
0.27144,0.55184,n
0.94050,0.04598,p
0.46397,0.75902,n
0.76371,0.71370,n
0.15929,0.81547,n
0.90447,0.21030,p
0.47526,0.00445,p
0.44129,0.24379,n
0.72994,0.67722,n
0.19211,0.89206,n
0.61379,0.76315,n
0.14480,0.01306,p
0.61844,0.85156,n
0.85165,0.11041,p
0.49130,0.25959,p
0.59294,0.66429,n
0.32991,0.83708,n
0.89156,0.47678,n
0.77740,0.87912,n
0.31151,0.65323,p
0.36666,0.10897,p
0.80825,0.16179,p
0.55385,0.15115,p
0.77410,0.41658,p
0.43188,0.72606,p
0.09964,0.50030,n
0.09165,0.75630,n
0.87227,0.21926,p
0.70593,0.49313,n
0.00116,0.94015,n
0.54890,0.22224,p
0.71434,0.15847,p
0.63791,0.20521,p
0.94410,0.16390,p
0.17699,0.62767,n
0.12146,0.43392,n
0.18647,0.85433,n
0.83399,0.03346,p
0.38767,0.50745,n
0.89730,0.38126,p
0.97778,0.22578,p
0.42390,0.01315,p
0.95808,0.42031,p
0.34644,0.69476,n
0.08568,0.50338,n
0.05126,0.10961,n
0.27275,0.81573,n
0.39483,0.35026,p
0.78089,0.86912,n
0.80261,0.58388,p
0.86089,0.80664,n
0.88841,0.26506,p
0.74605,0.61800,n
0.22627,0.72088,n
0.76909,0.40289,p
0.37160,0.04118,p
0.39057,0.38084,n
0.34917,0.26333,p
0.00104,0.33948,n
0.89347,0.68824,p
0.64549,0.57647,p
0.44628,0.15740,p
0.17532,0.91034,n
0.86018,0.27606,p
0.66247,0.11965,n
0.01402,0.00468,n
0.61018,0.56408,p
0.76272,0.78991,n
0.86734,0.69495,p
0.76882,0.43090,p
0.69359,0.59602,p
0.72208,0.20671,p
0.58541,0.72758,n
0.99369,0.27807,p
0.45589,0.15073,p
0.99893,0.33275,p
0.97969,0.38198,p
0.82581,0.64906,p
0.48458,0.22312,p
0.72257,0.23050,p
0.07861,0.85569,n
0.52780,0.56207,n
0.99001,0.37228,n
0.77439,0.97798,n
0.20912,0.48907,n
0.26247,0.94540,n
0.95953,0.13966,p
0.19670,0.79692,n
0.35881,0.80614,n
0.43055,0.72794,p
0.87807,0.87796,p
0.26470,0.66206,p
0.23055,0.22123,n
0.89489,0.11712,n
0.60080,0.57357,n
0.23824,0.33190,p
0.99432,0.28979,p
0.65896,0.45148,p
0.28554,0.45171,n
0.44181,0.26405,p
0.41244,0.43496,n
0.08728,0.15838,n
0.83028,0.62594,p
0.91863,0.49872,p
0.19891,0.53141,p
0.71419,0.22894,p
0.07513,0.51390,n
0.62090,0.92659,n
0.08084,0.43797,n
0.71801,0.41371,p
0.25230,0.15719,p
0.67036,0.89140,n
0.27870,0.32352,n
0.46841,0.01700,p
0.95598,0.88386,n
0.24082,0.96066,n
0.22412,0.84109,n
0.41377,0.04980,p
0.74669,0.52024,p
0.19906,0.95216,n
0.18241,0.02863,p
0.83586,0.72122,p
0.86401,0.03525,p
0.83100,0.84360,n
0.12435,0.55810,n
0.11805,0.96768,n
0.81681,0.55067,p
0.24441,0.65114,n
0.51459,0.49171,p
0.23073,0.38557,n
0.67515,0.68446,n
0.92440,0.75484,p
0.75595,0.97191,n
0.83983,0.28894,p
0.15568,0.95732,n
0.18556,0.30700,n
0.03637,0.03214,n
0.50420,0.07369,p
0.35090,0.02857,p
0.85114,0.11949,n
0.95158,0.06104,n
0.16731,0.93922,n
0.24104,0.27172,n
0.69674,0.80548,n
0.98728,0.20192,p
0.10391,0.87604,n
0.93824,0.41404,p
0.97115,0.01775,p
0.03613,0.99053,n
0.47798,0.63203,n
0.51270,0.05655,p
0.95920,0.53100,p
0.78096,0.50944,p
0.07068,0.70951,n
0.14346,0.31763,p
0.66418,0.72976,n
0.96824,0.69383,p
0.13847,0.47032,n
0.03602,0.71808,n
0.54079,0.38264,p
0.52364,0.33733,p
0.53814,0.24055,p
0.76042,0.72049,n
0.67182,0.76350,n
0.95306,0.62199,p
0.26513,0.15059,p
0.00602,0.35093,n
0.29188,0.40142,n
0.56410,0.88474,n
0.99502,0.10584,p
0.36225,0.38924,p
0.91107,0.50839,p
0.16447,0.54334,n
0.48006,0.38270,p
0.30261,0.69313,n
0.04464,0.84960,p
0.33246,0.20902,p
0.09247,0.56397,n
0.16406,0.87139,n
0.81020,0.49256,p
0.57255,0.81646,n
0.15021,0.77986,n
0.48436,0.82735,n
0.27174,0.66610,n
0.05970,0.82749,p
0.27536,0.10495,p
0.79485,0.07868,n
0.01991,0.85441,n
0.82598,0.39682,p
0.37963,0.18929,p
0.89777,0.60446,p
0.65057,0.57735,p
0.11947,0.35912,p
0.05620,0.56964,n
0.74580,0.96978,n
0.87357,0.59484,n
0.52909,0.20591,p
0.79785,0.88018,n
0.68020,0.44525,p
0.27042,0.25280,p
0.26947,0.64740,n
0.26750,0.81921,n
0.61330,0.18731,n
0.87444,0.75282,p
0.37533,0.11063,p
0.86672,0.81333,n
0.07069,0.33504,n
0.91234,0.46616,p
0.03979,0.46868,n
0.84364,0.26435,p
0.99223,0.32941,p
0.33691,0.88866,n
0.14559,0.42974,n
0.52293,0.15427,p
0.93187,0.59039,p
0.83302,0.72383,p
0.82564,0.78282,p
0.04879,0.93877,n
0.36595,0.10425,p
0.86851,0.52898,p
0.83417,0.14357,p
0.87768,0.04879,p
0.85796,0.46543,p
0.15940,0.67252,n
0.62537,0.28996,p
0.67765,0.31307,p
0.84530,0.24355,n
0.34366,0.83423,p
0.88113,0.66302,p
0.40937,0.91302,p
0.46722,0.27544,p
0.36167,0.17230,p
0.54315,0.67111,p
0.00985,0.43888,n
0.33173,0.41252,n
0.19443,0.15775,p
0.12521,0.11895,p
0.45643,0.60683,p
0.96105,0.04608,p
0.49215,0.55535,n
0.15817,0.89383,n
0.80837,0.14687,p
0.97082,0.64082,n
0.00693,0.61897,n
0.27959,0.87839,n
0.49374,0.15325,p
0.16963,0.70703,n
0.62933,0.93300,n
0.50764,0.12963,p
0.72875,0.64846,p
0.60766,0.16319,n
0.07067,0.60804,n
0.72816,0.29981,p
0.10044,0.95063,n
0.14887,0.67730,n
0.71272,0.36728,p
0.07617,0.08480,n
0.45579,0.65797,p
0.30911,0.35535,n
0.82198,0.49555,p
0.66694,0.04073,p
0.96855,0.25897,p
0.37014,0.20944,p
0.86355,0.36120,p
0.95908,0.01002,p
0.11860,0.34840,n
0.32260,0.45674,n
0.03030,0.02966,p
0.12883,0.59791,n
0.47779,0.22608,p
0.25204,0.51636,n
0.04057,0.01821,p
0.25036,0.09467,p
0.30098,0.33686,n
0.92735,0.01278,p
0.66589,0.38010,p
0.23307,0.41248,p
0.29485,0.07532,p
0.54654,0.02073,p
0.00944,0.23737,n
0.52397,0.03514,p
0.40708,0.20064,p
0.31294,0.56637,p
0.15482,0.00427,p
0.62840,0.94042,n
0.12185,0.30180,n
0.51553,0.37019,p
0.17321,0.37475,n
0.74321,0.55563,p
0.02033,0.40267,n
0.82637,0.13582,n
0.45219,0.51154,n
0.16868,0.00752,p
0.00972,0.10510,n
0.08122,0.10698,n
0.75641,0.20799,p
0.24619,0.00888,p
0.89936,0.11041,p
0.04227,0.11751,n
0.40769,0.93816,n
0.34784,0.29626,p
0.75253,0.55621,p
0.30769,0.13665,p
0.51124,0.03756,p
0.37855,0.45152,n
0.50586,0.45874,p
0.77232,0.24406,p
0.69501,0.98520,n
0.18410,0.10367,p
0.59937,0.75243,p
0.93874,0.42071,p
0.97130,0.10973,p
0.43193,0.76053,n
0.98656,0.39381,p
0.02822,0.69165,n
0.40970,0.05725,p
0.16907,0.85554,p
0.64167,0.17923,p
0.43762,0.87846,n
0.79038,0.67184,p
0.68961,0.18820,p
0.20932,0.66300,n
0.30881,0.01724,n
0.15272,0.26144,n
0.15331,0.07758,p
0.64221,0.65261,n
0.13926,0.72884,n
0.58528,0.49529,p
0.76862,0.12189,p
0.62164,0.13175,p
0.55667,0.50813,p
0.90713,0.26321,p
0.01481,0.70107,n
0.21828,0.50737,n
0.60240,0.21547,p
0.29408,0.29323,n
0.32496,0.19223,p
0.35590,0.98307,n
0.92458,0.19687,p
0.45598,0.82083,p
0.44127,0.99636,n
0.39784,0.65192,n
0.43172,0.30747,p
0.01758,0.86907,n
0.96327,0.31681,p
0.85907,0.95845,p
0.51729,0.03629,p
0.83220,0.05905,p
0.19165,0.67908,n
0.05421,0.78714,n
0.31214,0.17554,p
0.29568,0.21035,p
0.52145,0.21502,p
0.07838,0.67432,n
0.38335,0.30302,p
0.55244,0.56579,n
0.82373,0.21983,p
0.89628,0.72879,p
0.40710,0.33877,p
0.15798,0.83394,n
0.49075,0.63646,p
0.17277,0.44128,n
0.68943,0.76368,n
0.22561,0.00327,n
0.75787,0.31052,p
0.32923,0.17252,n
0.37907,0.31060,p
0.14558,0.31703,n
0.83536,0.86477,p
0.62693,0.62838,n
0.82747,0.64111,p
0.62692,0.65537,p
0.73162,0.17783,p
0.23862,0.06894,n
0.27896,0.19138,p
0.06857,0.90295,n
0.57598,0.48019,p
0.49209,0.30096,p
0.27425,0.49680,n
0.78384,0.37324,p
0.30288,0.57177,p
0.48846,0.74103,n
0.69031,0.43862,p
0.04102,0.64345,n
0.92743,0.77668,p
0.99116,0.23412,p
0.41404,0.04551,p
0.39764,0.18112,p
0.92838,0.21850,p
0.25491,0.38444,n
0.99875,0.20692,p
0.50536,0.05483,p
0.65353,0.24642,p
0.54663,0.15079,p
0.23355,0.12841,p
0.98760,0.54142,p
0.95431,0.36684,p
0.85255,0.51847,p
0.89074,0.99431,p
0.52314,0.34587,p
0.60424,0.54151,p
0.96512,0.78829,p
0.25207,0.44046,p
0.79419,0.22320,p
0.14409,0.73920,n
0.42888,0.28378,p
0.01301,0.59840,n
0.92161,0.20137,p
0.34054,0.33305,p
0.00504,0.33015,n
0.91419,0.72402,p
0.93367,0.54659,n
0.66052,0.53452,p
0.56457,0.42839,p
0.01212,0.52626,n
0.53855,0.26047,p
0.80095,0.48754,p
0.48239,0.61987,n
0.73089,0.65702,n
0.80225,0.59827,p
0.65745,0.96142,n
0.27247,0.79682,p
0.18153,0.16531,p
0.14382,0.14149,p
0.52024,0.38851,p
0.23712,0.20750,p
0.97562,0.00499,p
0.74870,0.19797,p
0.66638,0.77814,n
0.78867,0.00344,p
0.28712,0.14553,p
0.90701,0.72318,p
0.42462,0.47375,n
0.92275,0.96168,n
0.49343,0.50876,n
0.36608,0.09919,p
0.93421,0.82121,n
0.41768,0.95572,n
0.02186,0.79120,p
0.16484,0.10316,p
0.19797,0.44488,n
0.83330,0.09917,p
0.77186,0.33564,p
0.21502,0.79230,n
0.51237,0.15102,p
0.87134,0.54955,p
0.58321,0.62507,n
0.28724,0.68980,n
0.59794,0.94594,n
0.81853,0.38888,p
0.48638,0.54850,n
0.98338,0.44754,p
0.70170,0.46388,p
0.76437,0.07705,p
0.58258,0.39719,p
0.29561,0.80743,n
0.27792,0.47356,n
0.52885,0.52188,n
0.83727,0.59687,p
0.50284,0.22917,p
0.07195,0.24501,n
0.74424,0.35689,p
0.40708,0.19048,p
0.77527,0.59063,p
0.96718,0.73792,p
0.64814,0.79818,n
0.93102,0.83840,n
0.24714,0.34107,n
0.53969,0.92029,n
0.79261,0.08193,p
0.78584,0.05996,p
0.65372,0.25592,p
0.74676,0.09938,p
0.59732,0.10262,p
0.63687,0.48539,p
0.20636,0.90998,n
0.10022,0.36443,n
0.45174,0.56424,n
0.16778,0.37675,p
0.88808,0.76538,p
0.38995,0.17377,p
0.42698,0.16522,p
0.15971,0.62701,n
0.17526,0.24824,n
0.57961,0.20883,p
0.56689,0.76439,n
0.64761,0.97306,n
0.02021,0.97098,n
0.13220,0.10498,p
0.78799,0.58494,n
0.88427,0.54915,n
0.01770,0.40766,n
0.04133,0.14867,p
0.76321,0.63203,p
0.49572,0.32179,p
0.78388,0.83976,p
0.79531,0.22586,p
0.83083,0.21909,n
0.21970,0.31857,n
0.13096,0.02917,p
0.62117,0.20930,p
0.01434,0.52395,n
0.92053,0.26200,p
0.56214,0.74497,n
0.33685,0.88427,n
0.78503,0.51055,p
0.10288,0.37181,n
0.19321,0.08240,p
0.91605,0.97752,n
0.98642,0.05477,p
0.59631,0.12985,p
0.92773,0.03773,p
0.06513,0.49058,n
0.53741,0.14091,p
0.09557,0.34506,n
0.83349,0.81888,n
0.13725,0.47670,p
0.91373,0.55112,p
0.65849,0.40776,p
0.64268,0.08507,p
0.99429,0.54804,p
0.23292,0.28926,n
0.89764,0.90324,n
0.54156,0.42038,p
0.93089,0.43747,n
0.37952,0.10048,p
0.81404,0.59602,p
0.07790,0.83690,n
0.56391,0.88679,n
0.25296,0.87863,n
0.77515,0.87150,n
0.57636,0.39695,p
0.79605,0.17080,p
0.81879,0.43355,p
0.66734,0.42403,p
0.28226,0.17551,p
0.43190,0.67056,n
0.05339,0.57667,n
0.91768,0.68726,p
0.49597,0.42112,p
0.83183,0.53361,p
0.70997,0.53256,p
0.36627,0.97815,n
0.98378,0.05433,p
0.48827,0.26242,p
0.97530,0.64065,p
0.12004,0.40912,n
0.28798,0.42156,n
0.64634,0.94164,n
0.43911,0.93163,p
0.86192,0.79709,p
0.71730,0.38992,p
0.61955,0.14989,p
