@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.21953,0.40572,n
0.21133,0.16429,n
0.40066,0.92165,n
0.84676,0.21251,p
0.29040,0.09360,p
0.36122,0.10649,n
0.53790,0.56542,p
0.57786,0.20876,p
0.44759,0.64148,n
0.23283,0.82035,n
0.30265,0.94392,n
0.46481,0.72162,n
0.50472,0.34640,p
0.66965,0.96833,n
0.04957,0.55313,n
0.99073,0.37372,n
0.33045,0.27250,p
0.48554,0.77614,n
0.48599,0.19902,p
0.55749,0.12567,n
0.67930,0.42844,p
0.64100,0.03323,p
0.23770,0.51369,n
0.13431,0.49803,n
0.05767,0.84760,n
0.91886,0.59273,n
0.98379,0.94546,n
0.19561,0.99704,n
0.61866,0.23515,p
0.94583,0.16622,p
0.40650,0.85108,p
0.02417,0.37343,n
0.74246,0.70697,n
0.21285,0.60275,n
0.54711,0.26384,p
0.95504,0.20973,p
0.45287,0.50384,n
0.97048,0.12221,n
0.56742,0.01160,p
0.96102,0.50279,n
0.77810,0.24477,p
0.86316,0.91592,n
0.47393,0.04860,p
0.88688,0.79930,n
0.04166,0.60414,n
0.33302,0.91644,n
0.82075,0.22478,p
0.26585,0.05016,p
0.74884,0.52370,p
0.28793,0.10607,p
0.18800,0.19957,n
0.60033,0.58025,n
0.99699,0.12356,p
0.51435,0.44713,p
0.66306,0.90653,n
0.49571,0.67294,n
0.79570,0.42651,p
0.45265,0.35887,p
0.83578,0.70899,p
0.87615,0.20600,p
0.98951,0.43886,p
0.98881,0.94379,n
0.91932,0.43324,p
0.76687,0.58444,p
0.43199,0.44834,n
0.88253,0.86031,n
0.78085,0.13709,p
0.33383,0.72609,p
0.74227,0.94214,p
0.70102,0.79493,n
0.64275,0.70153,n
0.13122,0.38638,n
0.41088,0.87160,n
0.30666,0.90652,n
0.30307,0.35949,n
0.52351,0.20018,p
0.85994,0.08453,p
0.12625,0.96307,n
0.08294,0.01680,p
0.36190,0.83972,n
0.46882,0.97102,n
0.69070,0.46116,p
0.36550,0.55239,n
0.70669,0.23970,p
0.64466,0.33284,p
0.88140,0.22162,p
0.73804,0.04029,p
0.04284,0.38268,n
0.55587,0.49868,n
0.09752,0.45273,n
0.84738,0.09101,p
0.87159,0.41930,n
0.22742,0.29114,n
0.74025,0.95804,n
0.64819,0.84228,n
0.72140,0.54673,p
0.83527,0.25191,p
0.64371,0.91077,n
0.09959,0.37557,n
0.62072,0.46502,p
0.09536,0.07678,n
0.59556,0.57509,n
0.91703,0.17852,p
0.38998,0.99542,n
0.24766,0.51453,n
0.28438,0.10369,p
0.50087,0.84271,n
0.10672,0.32956,n
0.57182,0.63428,n
0.37400,0.64932,n
0.83204,0.14463,p
0.43009,0.15992,p
0.56221,0.84703,n
0.99008,0.27587,p
0.79448,0.82136,n
0.52275,0.36241,p
0.39172,0.85247,n
0.97456,0.89084,n
0.07611,0.68535,n
0.46835,0.20228,p
0.72453,0.74221,n
0.49335,0.14500,p
0.49852,0.04237,n
0.42105,0.66159,n
0.66537,0.93992,n
0.57253,0.35758,p
0.45263,0.87262,n
0.77132,0.69315,p
0.85389,0.34814,p
0.34624,0.39609,n
0.75707,0.98542,n
0.90922,0.73611,p
0.39889,0.66333,n
0.95205,0.32634,p
0.42126,0.89607,n
0.08044,0.06331,p
0.80455,0.87905,n
0.30962,0.95328,n
0.61682,0.34703,n
0.63804,0.22052,p
0.70363,0.56830,n
0.60813,0.33298,p
0.91071,0.62476,p
0.52046,0.62275,p
0.85388,0.21045,p
0.26312,0.77017,n
0.01407,0.06561,n
0.24618,0.73143,n
0.12551,0.76623,n
0.38741,0.93945,n
0.78408,0.00936,n
0.50053,0.04589,p
0.58088,0.28152,p
0.53794,0.26086,n
0.38213,0.28781,p
0.61369,0.87156,n
0.87805,0.23801,p
0.35609,0.20323,p
0.42699,0.44477,n
0.37999,0.72376,n
0.58134,0.50978,p
0.57050,0.13989,p
0.76053,0.32917,p
0.08222,0.78343,n
0.65616,0.64047,n
0.05926,0.10523,p
0.85303,0.21378,p
0.74553,0.56355,p
0.74854,0.15081,p
0.86659,0.82675,n
0.56351,0.15249,p
0.65955,0.73277,n
0.82510,0.19700,p
0.96166,0.13168,p
0.06201,0.05969,n
0.70307,0.59922,p
0.25951,0.24350,p
0.72545,0.94295,n
0.51162,0.50232,n
0.33871,0.55559,n
0.02180,0.19506,n
0.25555,0.29737,n
0.90167,0.53061,p
0.14181,0.59279,n
0.76695,0.81309,n
0.42451,0.38706,p
0.17031,0.53631,n
0.76770,0.04940,p
0.63376,0.99626,n
0.94474,0.25843,p
0.28137,0.13235,p
0.94872,0.61388,p
0.98481,0.54809,p
0.89714,0.20126,p
0.92855,0.26672,p
0.50334,0.04572,p
0.08265,0.06105,p
0.51992,0.67962,n
0.07909,0.83051,n
0.03281,0.18668,n
0.32719,0.96166,n
0.15649,0.02708,n
0.70920,0.22503,p
0.20045,0.09991,p
0.48162,0.66643,n
0.36242,0.97435,n
0.10508,0.61356,n
0.67819,0.92198,n
0.62012,0.27986,p
0.95100,0.58216,p
0.17378,0.77907,p
0.88807,0.45946,p
0.25203,0.89801,n
0.98758,0.36513,p
0.55427,0.05153,p
0.93333,0.91444,n
0.71817,0.10246,p
0.22536,0.98478,n
0.28726,0.14765,p
0.94948,0.32702,p
0.03379,0.08956,p
0.56348,0.18534,p
0.19078,0.68990,n
0.61331,0.95229,p
0.68997,0.55003,n
0.70056,0.05230,p
0.82632,0.02882,p
0.04520,0.22603,n
0.10202,0.21656,n
0.37673,0.29843,p
0.84630,0.12530,p
0.20045,0.45962,n
0.79449,0.20018,p
0.80354,0.15460,p
0.16906,0.75978,n
0.05816,0.93747,n
0.81620,0.40178,p
0.58086,0.06070,p
0.94332,0.48050,p
0.88271,0.70794,n
0.85293,0.32132,p
0.24063,0.66251,n
0.64240,0.19663,p
0.48917,0.89869,n
0.10067,0.76066,n
0.84170,0.74594,n
0.76916,0.53219,p
0.10261,0.07524,p
0.94005,0.38371,p
0.24876,0.28578,n
0.22167,0.14244,p
0.81533,0.32967,p
0.24917,0.77178,n
0.66330,0.32585,p
0.06934,0.90525,n
0.44460,0.94119,n
0.62199,0.52135,p
0.85638,0.15698,p
0.42032,0.03519,p
0.00753,0.80376,n
0.78338,0.30284,p
0.09108,0.77408,n
0.82374,0.34545,p
0.51692,0.67550,n
0.19880,0.15142,n
0.86366,0.69425,p
0.62052,0.59295,n
0.58185,0.26912,p
0.02552,0.05505,n
0.31176,0.59415,n
0.81699,0.04127,p
0.01123,0.57833,n
0.32927,0.16080,n
0.47501,0.98155,n
0.28079,0.80449,n
0.44702,0.14785,p
0.45997,0.71555,n
0.98833,0.28173,n
0.08246,0.16756,n
0.88188,0.24943,p
0.95884,0.91558,n
0.44794,0.30056,p
0.00557,0.51627,n
0.98355,0.92192,n
0.79388,0.83755,n
0.62081,0.39357,p
0.07725,0.27082,n
0.62588,0.49415,n
0.47700,0.29824,p
0.63739,0.87375,n
0.75156,0.27204,p
0.40352,0.18479,p
0.27503,0.46528,n
0.96640,0.19723,n
0.68705,0.59896,n
0.89980,0.55584,p
0.93215,0.01363,p
0.86412,0.96393,n
0.64139,0.41394,p
0.65670,0.95448,n
0.88803,0.83818,n
0.74308,0.69658,n
0.98994,0.95778,p
0.17778,0.52560,n
0.20296,0.21539,n
0.18560,0.21198,n
0.18160,0.53744,n
0.90682,0.63646,n
0.05268,0.89591,n
0.93729,0.34208,p
0.33139,0.82358,n
0.36960,0.14489,p
0.89245,0.43837,p
0.35867,0.97575,n
0.48718,0.29188,p
0.49942,0.05569,p
0.60651,0.95153,n
0.84675,0.39713,p
0.29156,0.74634,n
0.41074,0.03717,p
0.87723,0.61295,p
0.72581,0.84091,n
0.31224,0.81522,p
0.44546,0.49002,n
0.24460,0.41228,n
0.64741,0.54855,p
0.22566,0.10534,n
0.48961,0.40000,p
0.17175,0.26534,n
0.60029,0.61609,n
0.35744,0.89606,n
0.37399,0.79299,n
0.52941,0.16504,p
0.21714,0.74834,n
0.10537,0.47085,n
0.95445,0.48214,p
0.41103,0.48778,n
0.06182,0.94014,n
0.00291,0.17899,n
0.75398,0.26587,p
0.45211,0.48047,n
0.32861,0.44976,n
0.23187,0.37136,n
0.24855,0.93544,n
0.00505,0.31042,n
0.26362,0.97307,n
0.11356,0.14870,n
0.16402,0.88865,n
0.75669,0.42495,p
0.29645,0.49487,n
0.61150,0.40027,p
0.59660,0.01579,p
0.52612,0.07051,p
0.59563,0.67118,n
0.05832,0.92665,n
0.48818,0.17001,p
0.02257,0.58199,n
0.84171,0.10023,p
0.69305,0.13981,p
0.54713,0.94323,n
0.67237,0.69977,n
0.71696,0.21497,p
0.41860,0.40415,p
0.02519,0.60909,n
0.46919,0.66324,n
0.43533,0.12899,p
0.41961,0.81274,n
0.24938,0.47937,n
0.71111,0.89574,n
0.78021,0.13628,p
0.06332,0.34986,n
0.52333,0.35820,p
0.76958,0.63960,p
0.48528,0.98012,n
0.18966,0.14496,p
0.74553,0.93442,n
0.68510,0.61047,p
0.59029,0.51609,n
0.01468,0.79515,n
0.66774,0.07059,p
0.20075,0.66518,n
0.96512,0.48803,p
0.92872,0.85667,n
0.11841,0.26338,n
0.76166,0.06742,p
0.37300,0.12062,p
0.37649,0.32302,p
0.82041,0.82649,n
0.54611,0.28511,p
0.73660,0.03036,p
0.62483,0.73026,n
0.88591,0.37095,p
0.26567,0.75639,n
0.87254,0.61759,p
0.47814,0.61415,n
0.50568,0.94412,n
0.72695,0.15037,p
0.77208,0.75782,n
0.57010,0.24140,n
0.89740,0.57098,p
0.69241,0.91108,n
0.46705,0.78593,n
0.71275,0.88427,n
0.66887,0.37829,p
0.39945,0.98297,n
0.67315,0.11791,p
0.38318,0.51195,p
0.58525,0.61866,p
0.22483,0.18881,p
0.88467,0.69559,p
0.99400,0.79433,p
0.82045,0.47601,p
0.83264,0.70987,n
0.89465,0.48659,p
0.94426,0.78543,p
0.54284,0.84801,n
0.37824,0.45427,n
0.55608,0.70712,n
0.73096,0.62556,p
0.40812,0.00181,p
0.84313,0.88880,n
0.76796,0.50111,p
0.58951,0.74491,n
0.70712,0.59583,n
0.78237,0.51319,p
0.41412,0.24932,p
0.95977,0.20578,p
0.46530,0.15544,p
0.52057,0.74963,n
0.12334,0.69622,n
0.72245,0.00661,p
0.31905,0.85858,n
0.23074,0.55381,n
0.33026,0.87223,n
0.08514,0.72797,n
0.65399,0.16672,n
0.25250,0.40054,n
0.03128,0.02930,p
0.50194,0.66288,n
0.58023,0.16920,n
0.97093,0.60615,p
0.83199,0.15705,p
0.16587,0.88846,n
0.59478,0.04136,p
0.60080,0.64700,n
0.34910,0.28632,n
0.08571,0.54400,n
0.71690,0.74410,n
0.07260,0.74025,n
0.00982,0.35719,n
0.63552,0.19007,p
0.97210,0.81996,p
0.89918,0.15840,p
0.45730,0.93018,p
0.28897,0.64032,n
0.76655,0.63674,p
0.13848,0.66336,n
0.48097,0.76238,n
0.73116,0.65166,p
0.34494,0.55055,n
0.97722,0.44506,p
0.43102,0.28279,p
0.37487,0.27103,n
0.71916,0.53603,p
0.75449,0.21708,p
0.91571,0.22927,p
0.59987,0.10180,p
0.92858,0.62844,p
0.07004,0.74074,n
0.71359,0.38915,p
0.26319,0.79177,p
0.98477,0.77005,p
0.25687,0.73600,n
0.23428,0.60225,n
0.50950,0.55190,n
0.82479,0.81198,n
0.23780,0.24125,n
0.87076,0.81547,n
0.59011,0.22751,p
0.29091,0.09525,p
0.97245,0.30933,n
0.03118,0.78839,n
0.52534,0.02857,p
0.72474,0.59916,p
0.07733,0.87805,p
0.27216,0.18625,p
0.91498,0.87383,n
0.37999,0.65477,n
0.56155,0.85760,n
0.53344,0.81612,n
0.13262,0.70683,n
0.22112,0.10034,p
0.52714,0.27120,p
0.75015,0.08006,p
0.98876,0.51573,p
0.32605,0.72430,n
0.93273,0.03824,p
0.94825,0.26074,p
0.33452,0.89188,n
0.26927,0.60435,n
0.91359,0.66416,p
0.28355,0.03886,p
0.56505,0.88575,n
0.63831,0.15672,n
0.66286,0.25228,p
0.37723,0.05521,p
0.98697,0.29775,p
0.37415,0.25610,p
0.77962,0.90011,n
0.48760,0.06835,n
0.69492,0.77705,n
0.71747,0.99016,n
0.61150,0.78104,p
0.26612,0.17888,p
0.50819,0.71468,n
0.60648,0.59713,p
0.56365,0.48895,p
0.52295,0.37525,p
0.12332,0.82685,n
0.37005,0.09580,p
0.63926,0.38736,p
0.23849,0.92601,p
0.75005,0.35532,p
0.06531,0.07730,n
0.03093,0.65992,n
0.56246,0.64007,n
0.95759,0.57420,n
0.49691,0.44229,p
0.50660,0.02507,p
0.61221,0.29270,p
0.59360,0.14469,p
0.16828,0.20011,n
0.12873,0.06676,p
0.13683,0.29337,n
0.32810,0.20832,p
0.84671,0.04955,p
0.23500,0.58557,n
0.49923,0.16491,p
0.75147,0.66676,p
0.51253,0.47501,p
0.77533,0.60835,p
0.41140,0.78672,n
0.74101,0.68617,n
0.43897,0.69064,n
0.03876,0.15135,n
0.09385,0.57809,n
0.58137,0.85975,n
0.96917,0.03104,p
0.41339,0.86168,n
0.90460,0.76774,p
0.42670,0.04269,p
0.80073,0.69216,n
0.95358,0.69429,p
0.72558,0.88891,n
0.32575,0.87712,n
0.03975,0.23390,n
0.93990,0.46147,p
0.69216,0.15089,p
0.93753,0.89230,n
0.01824,0.13434,p
0.22688,0.39726,n
0.74689,0.51005,p
0.30172,0.91135,n
0.43300,0.01532,n
0.25427,0.64983,n
0.27989,0.86048,p
0.74312,0.51595,p
0.28458,0.26827,p
0.04663,0.75232,n
0.89899,0.20226,p
0.13974,0.58857,n
0.96659,0.07119,n
0.06032,0.03741,n
0.88497,0.63847,p
0.07333,0.28078,n
0.64029,0.22731,p
0.45853,0.90493,n
0.49787,0.72386,n
0.88747,0.96307,p
0.40138,0.58147,n
0.61925,0.55268,p
0.24509,0.92310,n
0.52691,0.74911,n
0.83727,0.35367,p
0.79361,0.31406,p
0.04107,0.30002,n
0.95072,0.71067,p
0.66474,0.17742,p
0.34745,0.12500,p
0.82728,0.16688,p
0.21218,0.73990,n
0.16582,0.08257,p
0.17311,0.57190,n
0.96220,0.17628,n
0.88978,0.66536,p
0.84783,0.08584,p
0.24735,0.54518,n
0.10258,0.69901,n
0.43063,0.75550,p
0.69298,0.80143,n
0.02229,0.07971,n
0.47959,0.62934,n
0.05524,0.69267,n
0.57231,0.99619,n
0.62986,0.03108,p
0.22986,0.16647,p
0.95601,0.50668,p
0.57851,0.36862,p
0.30803,0.01206,p
0.71917,0.64881,p
0.28837,0.95320,n
0.21598,0.24231,n
0.90940,0.19233,p
0.96023,0.58566,p
0.82272,0.73521,n
0.28342,0.29664,n
0.72261,0.86674,n
0.05276,0.47913,n
0.68177,0.50280,p
0.21729,0.83056,n
0.89001,0.98515,n
0.11838,0.80179,n
0.67529,0.63112,n
0.93053,0.89482,n
0.44676,0.48627,n
0.93413,0.14062,n
0.60039,0.92579,n
0.12649,0.91047,n
0.34333,0.16011,p
0.26895,0.42592,n
0.38524,0.61324,n
0.38159,0.02933,p
0.25547,0.60556,n
0.56156,0.82663,n
0.64357,0.79861,n
0.63256,0.57035,p
0.29356,0.44217,n
0.95618,0.47837,p
0.93249,0.78052,n
0.07362,0.59089,n
0.70716,0.91925,n
0.89521,0.44638,p
0.14022,0.62299,n
0.72612,0.57127,p
0.85842,0.92594,n
0.63748,0.06848,n
0.01134,0.91184,n
0.55450,0.00933,p
0.36739,0.39901,p
0.05447,0.02737,p
0.56243,0.45339,p
0.36765,0.84924,n
0.73333,0.41539,p
0.48354,0.13496,p
0.79522,0.40885,p
0.08386,0.89212,n
0.79823,0.42896,p
0.89644,0.19304,p
0.00976,0.62944,n
0.26459,0.23177,p
0.50270,0.18736,p
0.16193,0.36492,n
0.68101,0.58969,n
0.94199,0.66960,p
0.32338,0.51768,n
0.88278,0.82508,p
0.41896,0.54209,n
0.16292,0.81747,n
0.39743,0.06445,p
0.86018,0.44565,p
0.54978,0.22851,p
0.41781,0.66473,n
0.35859,0.95915,p
0.63148,0.83295,n
0.78544,0.22139,p
0.29488,0.35444,n
0.59424,0.55204,p
0.53605,0.25265,p
0.49742,0.25762,p
0.82527,0.09318,p
0.87599,0.12820,p
0.79193,0.03493,p
0.69363,0.15707,p
0.98629,0.39049,p
0.20353,0.63579,n
0.98465,0.25830,p
0.95970,0.34977,p
0.00644,0.09038,n
0.41021,0.34048,p
0.25487,0.26398,n
0.30072,0.10768,p
0.34611,0.29676,p
0.96843,0.63730,p
0.38896,0.28706,p
0.93874,0.15792,p
0.33900,0.20139,p
0.37142,0.54953,n
0.52418,0.39169,p
0.75173,0.29580,p
0.84781,0.08378,p
0.63190,0.60372,n
0.22336,0.50845,n
0.55282,0.30165,p
0.20610,0.94505,n
0.93464,0.68417,p
0.38224,0.58950,p
0.67025,0.51355,p
0.49594,0.99084,n
0.80114,0.05782,p
0.56010,0.02178,p
0.37336,0.09707,p
0.28216,0.42791,n
0.25064,0.14784,p
0.09116,0.42953,n
0.82337,0.19389,n
0.68885,0.05695,p
0.83486,0.68633,p
0.01433,0.97421,n
0.67526,0.06268,p
0.65994,0.21009,p
0.44056,0.78048,n
0.78015,0.19357,p
0.06891,0.10018,n
0.07858,0.71717,p
0.16822,0.33061,n
0.87491,0.97393,n
0.32693,0.00947,p
0.36083,0.14627,p
0.44350,0.93604,n
0.29886,0.71083,n
0.16720,0.35390,n
0.09773,0.50779,n
0.59597,0.23076,p
0.68226,0.37102,n
0.02105,0.28972,n
0.39974,0.22973,p
0.09610,0.27849,n
0.36084,0.67841,n
0.48233,0.03727,p
0.78408,0.75507,p
0.77838,0.59716,p
0.42785,0.87016,n
0.31239,0.98383,n
0.39553,0.22455,p
0.66460,0.14157,p
0.41199,0.98114,n
0.59971,0.71240,n
0.45528,0.37386,p
0.46193,0.44005,p
0.59161,0.13069,p
0.62302,0.70849,n
0.24370,0.39007,n
0.68889,0.19658,p
0.97203,0.42285,p
0.98776,0.73329,p
0.85932,0.58649,p
0.84717,0.11612,p
0.65800,0.10605,n
0.87475,0.29527,n
0.19919,0.60196,n
0.05092,0.48371,n
0.80327,0.35921,p
0.85186,0.26113,p
0.42332,0.66455,n
0.57736,0.43105,p
0.99536,0.36025,p
0.54774,0.51277,p
0.26540,0.41914,n
0.43716,0.31436,p
0.95999,0.83782,p
0.25724,0.10724,p
0.17536,0.09827,p
0.95190,0.08686,p
0.44939,0.80722,n
0.59359,0.94524,n
0.33179,0.50538,p
0.34584,0.07948,p
0.80712,0.47326,n
0.61860,0.51377,p
0.05461,0.36238,n
0.29615,0.87394,n
0.32669,0.01508,p
0.28269,0.63220,n
0.49049,0.01709,p
0.91421,0.11839,p
0.21116,0.68869,n
0.09351,0.90408,n
0.05300,0.77038,n
0.09658,0.30712,n
0.62147,0.94053,n
0.92227,0.92386,n
0.66877,0.97788,n
0.44446,0.96038,n
0.15895,0.18624,n
0.27341,0.37550,n
0.56126,0.24209,p
0.25007,0.14710,p
0.16548,0.96506,n
0.41816,0.33000,p
0.82746,0.67491,p
0.99554,0.57589,n
0.22427,0.94082,n
0.25386,0.74588,n
0.13933,0.81061,n
0.75861,0.83003,n
0.98106,0.75162,p
0.08727,0.73000,n
0.46484,0.76411,n
0.13046,0.99641,n
0.42723,0.03156,n
0.77482,0.51912,p
0.36012,0.15013,p
0.38606,0.46793,n
0.71303,0.02793,p
0.01407,0.78895,n
0.78099,0.64089,p
0.49080,0.94370,n
0.96081,0.17445,p
0.77213,0.59059,p
0.06283,0.76720,n
0.95247,0.41953,p
0.50986,0.16206,p
0.18902,0.79770,n
0.98497,0.97283,n
0.68909,0.27289,p
0.23777,0.23912,n
0.86797,0.46634,p
0.74665,0.12194,p
0.55366,0.19234,p
0.64778,0.48086,p
0.36970,0.89698,n
0.03780,0.16052,n
0.14895,0.18605,n
0.80482,0.92476,n
0.97088,0.59137,p
0.90986,0.50442,p
0.92986,0.79726,p
0.61185,0.13801,n
0.80813,0.16883,p
0.41455,0.37900,p
0.81309,0.82370,n
0.35117,0.50109,n
0.33673,0.70144,n
0.32182,0.46257,n
0.43991,0.50880,n
0.20759,0.27711,n
0.24557,0.45438,n
0.45959,0.20963,p
0.86967,0.45876,n
0.96585,0.72625,p
0.08331,0.35727,n
0.10956,0.31037,n
0.98401,0.63319,p
0.63009,0.06496,p
0.03470,0.34442,n
0.51818,0.47382,p
0.92757,0.38534,p
0.77495,0.20876,p
0.87696,0.33725,p
0.71427,0.92931,n
0.53690,0.46751,p
0.91202,0.85879,n
0.23907,0.19321,n
0.50775,0.72756,p
0.56250,0.55023,n
0.92199,0.95039,n
0.36347,0.30368,p
0.95014,0.08886,p
0.09254,0.03749,p
0.86141,0.67305,n
0.15909,0.53689,n
0.73070,0.59973,p
0.98716,0.69602,n
0.87895,0.41105,p
0.01017,0.17620,n
0.05348,0.19364,n
0.68616,0.83130,n
0.27874,0.14218,p
0.64666,0.82445,p
0.05000,0.90068,n
0.80275,0.17056,p
0.09345,0.18389,p
0.36794,0.00623,n
0.74978,0.56842,p
0.31526,0.83833,n
0.19755,0.82499,n
0.00664,0.43184,n
0.12057,0.02271,p
0.94808,0.32244,p
0.96686,0.56630,p
0.70305,0.12642,p
0.07540,0.45877,n
0.55202,0.36937,p
0.42606,0.23258,p
0.08460,0.39956,n
0.82298,0.24075,n
0.62923,0.02502,n
0.13809,0.19808,n
0.89897,0.42276,p
0.02847,0.05129,n
0.47429,0.94200,n
0.35574,0.80004,n
0.60769,0.24140,n
0.28548,0.06256,n
0.65240,0.34518,n
0.62256,0.53479,p
0.23714,0.76147,n
0.71217,0.45303,n
0.40225,0.24480,p
0.14338,0.60847,n
0.80348,0.78316,n
0.11338,0.01930,p
0.28755,0.28166,p
0.89933,0.40982,p
0.53031,0.65232,n
0.63044,0.10789,p
0.25421,0.82025,n
0.56675,0.02620,p
